From	To	Species	Gene Name
248759_at	AT5G47610	Arabidopsis thaliana	RING/U-box superfamily protein(AT5G47610)
248760_at	AT5G47570	Arabidopsis thaliana	NADH dehydrogenase ubiquinone 1 beta subcomplex subunit(AT5G47570)
245854_at	AT5G13490	Arabidopsis thaliana	ADP/ATP carrier 2(AAC2)
267255_at	AT2G22950	Arabidopsis thaliana	Cation transporter/ E1-E2 ATPase family protein(ACA7)
258537_at	AT3G04210	Arabidopsis thaliana	Disease resistance protein (TIR-NBS class)(AT3G04210)
255632_at	AT4G00680	Arabidopsis thaliana	actin depolymerizing factor 8(ADF8)
264350_at	AT1G11870	Arabidopsis thaliana	Seryl-tRNA synthetase(SRS)
263290_at	AT2G10930	Arabidopsis thaliana	transmembrane protein(AT2G10930)
266326_at	AT2G46650	Arabidopsis thaliana	cytochrome B5 isoform C(CB5-C)
246517_at	AT5G15760	Arabidopsis thaliana	Ribosomal protein PSRP-3/Ycf65(PSRP3/2)
246783_at	AT5G27360	Arabidopsis thaliana	Major facilitator superfamily protein(SFP2)
251016_at	AT5G02730	Arabidopsis thaliana	CAP (Cysteine-rich secretory proteins, Antigen 5, and Pathogenesis-related 1 protein) superfamily protein(AT5G02730)
264349_at	AT1G11930	Arabidopsis thaliana	Putative pyridoxal phosphate-dependent enzyme, YBL036C type(AT1G11930)
262373_at	AT1G73120	Arabidopsis thaliana	F-box/RNI superfamily protein(AT1G73120)
265278_at	AT2G28330	Arabidopsis thaliana	hypothetical protein(AT2G28330)
256945_at	AT3G19020	Arabidopsis thaliana	Leucine-rich repeat (LRR) family protein(AT3G19020)
256164_at	AT1G48800	Arabidopsis thaliana	Terpenoid cyclases/Protein prenyltransferases superfamily protein(AT1G48800)
261515_at	AT1G71800	Arabidopsis thaliana	cleavage stimulating factor 64(CSTF64)
266592_at	AT2G46210	Arabidopsis thaliana	Fatty acid/sphingolipid desaturase(SLD2)
252330_at	AT3G48770	Arabidopsis thaliana	ATP/DNA binding protein(AT3G48770)
247831_at	AT5G58540	Arabidopsis thaliana	Protein kinase superfamily protein(AT5G58540)
261059_at	AT1G01250	Arabidopsis thaliana	Integrase-type DNA-binding superfamily protein(AT1G01250)
246121_at	AT5G20370	Arabidopsis thaliana	serine-rich protein-like protein(AT5G20370)
251282_at	AT3G61630	Arabidopsis thaliana	cytokinin response factor 6(CRF6)
258922_at	AT3G10610	Arabidopsis thaliana	Ribosomal S17 family protein(AT3G10610)
257212_at	AT3G15090	Arabidopsis thaliana	GroES-like zinc-binding alcohol dehydrogenase family protein(AT3G15090)
254187_at	AT4G23890	Arabidopsis thaliana	NAD(P)H-quinone oxidoreductase subunit S(NdhS)
267640_at	AT2G32950	Arabidopsis thaliana	Transducin/WD40 repeat-like superfamily protein(COP1)
257608_at	AT3G13860	Arabidopsis thaliana	heat shock protein 60-3A(HSP60-3A)
254981_at	AT4G10480	Arabidopsis thaliana	Nascent polypeptide-associated complex (NAC), alpha subunit family protein(AT4G10480)
256921_at	AT3G18940	Arabidopsis thaliana	clast3-like protein(AT3G18940)
251474_at	AT3G59630	Arabidopsis thaliana	diphthamide synthesis DPH2 family protein(AT3G59630)
251233_at	AT3G62800	Arabidopsis thaliana	double-stranded-RNA-binding protein 4(DRB4)
248063_at	AT5G55550	Arabidopsis thaliana	RNA-binding (RRM/RBD/RNP motifs) family protein(AT5G55550)
259454_at	AT1G44050	Arabidopsis thaliana	Cysteine/Histidine-rich C1 domain family protein(AT1G44050)
253896_at	AT4G27190	Arabidopsis thaliana	NB-ARC domain-containing disease resistance protein(AT4G27190)
250641_at	AT5G07160	Arabidopsis thaliana	Basic-leucine zipper (bZIP) transcription factor family protein(AT5G07160)
261539_at	AT1G01840	Arabidopsis thaliana	AP2-like ethylene-responsive transcription factor SNZ(AT1G01840)
250882_at	AT5G04000	Arabidopsis thaliana	hypothetical protein(AT5G04000)
249652_at	AT5G37070	Arabidopsis thaliana	hypothetical protein (Protein of unknown function, DUF538)(AT5G37070)
260684_at	AT1G17590	Arabidopsis thaliana	nuclear factor Y, subunit A8(NF-YA8)
249411_at	AT5G40390	Arabidopsis thaliana	Raffinose synthase family protein(SIP1)
247229_at	AT5G65160	Arabidopsis thaliana	tetratricopeptide repeat (TPR)-containing protein(TPR14)
247230_at	AT5G65170	Arabidopsis thaliana	VQ motif-containing protein(AT5G65170)
260443_at	AT1G68185	Arabidopsis thaliana	Ubiquitin-like superfamily protein(AT1G68185)
246386_at	AT1G77410	Arabidopsis thaliana	beta-galactosidase 16(BGAL16)
247471_at	AT5G62230	Arabidopsis thaliana	ERECTA-like 1(ERL1)
250012_x_at	AT5G18060	Arabidopsis thaliana	SAUR-like auxin-responsive protein family(SAUR23)
267087_at	AT2G32460	Arabidopsis thaliana	myb domain protein 101(MYB101)
249893_at	AT5G22555	Arabidopsis thaliana	transmembrane protein(AT5G22555)
253906_at	AT4G27220	Arabidopsis thaliana	NB-ARC domain-containing disease resistance protein(AT4G27220)
249640_at	AT5G36940	Arabidopsis thaliana	cationic amino acid transporter 3(CAT3)
261047_at	AT1G01410	Arabidopsis thaliana	pumilio 22(PUM22)
260455_at	AT1G72500	Arabidopsis thaliana	inter alpha-trypsin inhibitor, heavy chain-like protein(AT1G72500)
265409_at	AT2G16850	Arabidopsis thaliana	plasma membrane intrinsic protein 2;8(PIP2;8)
257044_at	AT3G19720	Arabidopsis thaliana	P-loop containing nucleoside triphosphate hydrolases superfamily protein(ARC5)
262132_at	AT1G02830	Arabidopsis thaliana	Ribosomal L22e protein family(AT1G02830)
264301_at	AT1G78780	Arabidopsis thaliana	pathogenesis-related family protein(AT1G78780)
261276_at	AT1G26670	Arabidopsis thaliana	Vesicle transport v-SNARE family protein(VTI1B)
254993_at	AT4G10730	Arabidopsis thaliana	Protein kinase superfamily protein(AT4G10730)
263949_at	AT2G36060	Arabidopsis thaliana	MMS ZWEI homologue 3(MMZ3)
250400_at	AT5G10740	Arabidopsis thaliana	Protein phosphatase 2C family protein(AT5G10740)
259695_at	AT1G63170	Arabidopsis thaliana	Zinc finger, C3HC4 type (RING finger) family protein(AT1G63170)
251221_at	AT3G62550	Arabidopsis thaliana	Adenine nucleotide alpha hydrolases-like superfamily protein(AT3G62550)
253643_at	AT4G29780	Arabidopsis thaliana	nuclease(AT4G29780)
264783_at	AT1G08650	Arabidopsis thaliana	phosphoenolpyruvate carboxylase kinase 1(PPCK1)
248075_at	AT5G55740	Arabidopsis thaliana	Tetratricopeptide repeat (TPR)-like superfamily protein(CRR21)
264554_at	AT1G09510	Arabidopsis thaliana	NAD(P)-binding Rossmann-fold superfamily protein(AT1G09510)
257273_at	AT3G28030	Arabidopsis thaliana	5'-3' exonuclease family protein(UVH3)
263962_at	AT2G36350	Arabidopsis thaliana	Protein kinase superfamily protein(AT2G36350)
261540_at	AT1G63610	Arabidopsis thaliana	hypothetical protein(AT1G63610)
266976_at	AT2G39410	Arabidopsis thaliana	alpha/beta-Hydrolases superfamily protein(AT2G39410)
261527_at	AT1G14390	Arabidopsis thaliana	Leucine-rich repeat protein kinase family protein(AT1G14390)
249639_at	AT5G36930	Arabidopsis thaliana	Disease resistance protein (TIR-NBS-LRR class) family(AT5G36930)
247001_at	AT5G67330	Arabidopsis thaliana	natural resistance associated macrophage protein 4(NRAMP4)
260672_at	AT1G19480	Arabidopsis thaliana	DNA glycosylase superfamily protein(AT1G19480)
249664_at	AT5G36722	Arabidopsis thaliana	U3 small nucleolar RNA-associated protein(AT5G36722)
258094_at	AT3G14690	Arabidopsis thaliana	cytochrome P450, family 72, subfamily A, polypeptide 15(CYP72A15)
247458_at	AT5G62180	Arabidopsis thaliana	carboxyesterase 20(CXE20)
259442_at	AT1G02310	Arabidopsis thaliana	Glycosyl hydrolase superfamily protein(MAN1)
250412_at	AT5G11150	Arabidopsis thaliana	vesicle-associated membrane protein 713(VAMP713)
264530_at	AT1G30780	Arabidopsis thaliana	F-box associated ubiquitination effector family protein(AT1G30780)
264566_at	AT1G05270	Arabidopsis thaliana	TraB family protein(AT1G05270)
261793_at	AT1G16080	Arabidopsis thaliana	nuclear protein(AT1G16080)
250869_at	AT5G03840	Arabidopsis thaliana	PEBP (phosphatidylethanolamine-binding protein) family protein(TFL1)
264325_at	AT1G04150	Arabidopsis thaliana	C2 calcium/lipid-binding plant phosphoribosyltransferase family protein(AT1G04150)
254752_at	AT4G13160	Arabidopsis thaliana	zein-binding protein (Protein of unknown function, DUF593)(AT4G13160)
254727_at	AT4G13670	Arabidopsis thaliana	plastid transcriptionally active 5(PTAC5)
256933_at	AT3G22600	Arabidopsis thaliana	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein(AT3G22600)
257297_at	AT3G28040	Arabidopsis thaliana	Leucine-rich receptor-like protein kinase family protein(AT3G28040)
262385_at	AT1G72960	Arabidopsis thaliana	Root hair defective 3 GTP-binding protein (RHD3)(AT1G72960)
257176_s_at	AT3G23510	Arabidopsis thaliana	Cyclopropane-fatty-acyl-phospholipid synthase(AT3G23510)
261264_at	AT1G26710	Arabidopsis thaliana	transmembrane protein(AT1G26710)
265410_at	AT2G16620	Arabidopsis thaliana	Protein kinase superfamily protein(AT2G16620)
248051_at	AT5G56110	Arabidopsis thaliana	myb domain protein 103(MYB80)
251004_at	AT5G02720	Arabidopsis thaliana	valine-tRNA ligase(AT5G02720)
246374_at	AT1G51840	Arabidopsis thaliana	kinase-like protein(AT1G51840)
254523_at	AT4G19990	Arabidopsis thaliana	FAR1-related sequence 1(FRS1)
245928_s_at	AT5G24770	Arabidopsis thaliana	vegetative storage protein 2(VSP2)
251498_at	AT3G59070	Arabidopsis thaliana	Cytochrome b561/ferric reductase transmembrane with DOMON related domain-containing protein(AT3G59070)
251462_at	AT3G59790	Arabidopsis thaliana	MAP kinase 10(MPK10)
267075_at	AT2G41070	Arabidopsis thaliana	Basic-leucine zipper (bZIP) transcription factor family protein(EEL)
253631_at	AT4G30440	Arabidopsis thaliana	UDP-D-glucuronate 4-epimerase 1(GAE1)
264529_at	AT1G30820	Arabidopsis thaliana	CTP synthase family protein(AT1G30820)
263937_at	AT2G35910	Arabidopsis thaliana	RING/U-box superfamily protein(AT2G35910)
266964_at	AT2G39480	Arabidopsis thaliana	P-glycoprotein 6(ABCB6)
253931_at	AT4G26770	Arabidopsis thaliana	Phosphatidate cytidylyltransferase family protein(AT4G26770)
264829_at	AT1G03490	Arabidopsis thaliana	NAC domain containing protein 6(NAC006)
247195_at	AT5G65500	Arabidopsis thaliana	U-box domain-containing protein kinase family protein(AT5G65500)
263974_at	AT2G42720	Arabidopsis thaliana	FBD, F-box, Skp2-like and Leucine Rich Repeat domains containing protein(AT2G42720)
257032_at	AT3G19140	Arabidopsis thaliana	RING/U-box superfamily protein(DNF)
248087_at	AT5G55060	Arabidopsis thaliana	Rab3 GTPase-activating protein catalytic subunit(AT5G55060)
263708_at	AT1G09320	Arabidopsis thaliana	agenet domain-containing protein(AT1G09320)
264795_at	AT1G08680	Arabidopsis thaliana	ARF GAP-like zinc finger-containing protein ZIGA4(ZIGA4)
250870_at	AT5G03920	Arabidopsis thaliana	F-box protein(AT5G03920)
262120_at	AT1G02950	Arabidopsis thaliana	glutathione S-transferase F4(GSTF4)
247495_at	AT5G61760	Arabidopsis thaliana	inositol polyphosphate kinase 2 beta(IPK2BETA)
251691_at	AT3G56520	Arabidopsis thaliana	NAC (No Apical Meristem) domain transcriptional regulator superfamily protein(AT3G56520)
263986_at	AT2G42790	Arabidopsis thaliana	citrate synthase 3(CSY3)
251449_at	AT3G59920	Arabidopsis thaliana	RAB GDP dissociation inhibitor 2(GDI2)
266940_at	AT2G18970	Arabidopsis thaliana	hypothetical protein(AT2G18970)
257248_at	AT3G24150	Arabidopsis thaliana	hypothetical protein(AT3G24150)
246350_at	AT1G16650	Arabidopsis thaliana	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT1G16650)
261011_at	AT1G26340	Arabidopsis thaliana	cytochrome B5 isoform A(CB5-A)
263552_x_at	AT2G24980	Arabidopsis thaliana	Proline-rich extensin-like family protein(EXT6)
247205_at	AT5G64890	Arabidopsis thaliana	elicitor peptide 2 precursor(PROPEP2)
265422_at	AT2G20800	Arabidopsis thaliana	NAD(P)H dehydrogenase B4(NDB4)
250665_at	AT5G06980	Arabidopsis thaliana	hypothetical protein(AT5G06980)
259430_at	AT1G01610	Arabidopsis thaliana	glycerol-3-phosphate acyltransferase 4(GPAT4)
262397_at	AT1G49380	Arabidopsis thaliana	cytochrome c biogenesis protein family(AT1G49380)
261493_at	AT1G14410	Arabidopsis thaliana	ssDNA-binding transcriptional regulator(WHY1)
264517_at	AT1G10120	Arabidopsis thaliana	basic helix-loop-helix (bHLH) DNA-binding superfamily protein(AT1G10120)
262156_at	AT1G52680	Arabidopsis thaliana	late embryogenesis abundant protein-related / LEA protein-like protein(AT1G52680)
259429_at	AT1G01600	Arabidopsis thaliana	cytochrome P450, family 86, subfamily A, polypeptide 4(CYP86A4)
267603_at	AT2G32900	Arabidopsis thaliana	centromere/kinetochore protein, putative (ZW10)(ATZW10)
250594_at	AT5G07760	Arabidopsis thaliana	formin homology 2 domain-containing protein / FH2 domain-containing protein(AT5G07760)
264830_at	AT1G03710	Arabidopsis thaliana	Cystatin/monellin superfamily protein(AT1G03710)
259671_at	AT1G52290	Arabidopsis thaliana	Protein kinase superfamily protein(PERK15)
263925_at	AT2G21690	Arabidopsis thaliana	RNA-binding (RRM/RBD/RNP motifs) family protein(AT2G21690)
261564_at	AT1G01720	Arabidopsis thaliana	NAC (No Apical Meristem) domain transcriptional regulator superfamily protein(ATAF1)
266939_at	AT2G18960	Arabidopsis thaliana	H[+]-ATPase 1(HA1)
264578_at	AT1G05370	Arabidopsis thaliana	Sec14p-like phosphatidylinositol transfer family protein(AT1G05370)
247025_at	AT5G67030	Arabidopsis thaliana	zeaxanthin epoxidase (ZEP) (ABA1)(ABA1)
249856_at	AT5G22980	Arabidopsis thaliana	serine carboxypeptidase-like 47(scpl47)
246349_at	AT1G51915	Arabidopsis thaliana	cryptdin protein-like protein(AT1G51915)
253872_at	AT4G27410	Arabidopsis thaliana	NAC (No Apical Meristem) domain transcriptional regulator superfamily protein(RD26)
251257_at	AT3G62290	Arabidopsis thaliana	ADP-ribosylation factor A1E(ARFA1E)
250845_at	AT5G04600	Arabidopsis thaliana	RNA-binding (RRM/RBD/RNP motifs) family protein(AT5G04600)
267615_at	AT2G26720	Arabidopsis thaliana	Cupredoxin superfamily protein(AT2G26720)
265816_s_at	AT2G18110	Arabidopsis thaliana	Translation elongation factor EF1B/ribosomal protein S6 family protein(AT2G18110)
252113_at	AT3G51620	Arabidopsis thaliana	PAP/OAS1 substrate-binding domain superfamily(AT3G51620)
254535_at	AT4G19710	Arabidopsis thaliana	aspartate kinase-homoserine dehydrogenase ii(AK-HSDH II)
253943_at	AT4G27030	Arabidopsis thaliana	fatty acid desaturase A(FADA)
251521_at	AT3G59420	Arabidopsis thaliana	crinkly4(CR4)
251437_at	AT3G59910	Arabidopsis thaliana	Ankyrin repeat family protein(AT3G59910)
251450_at	AT3G60030	Arabidopsis thaliana	squamosa promoter-binding protein-like 12(SPL12)
267292_at	AT2G23740	Arabidopsis thaliana	histone-lysine N-methyltransferase SUVR5(SUVR5)
251508_at	AT3G58970	Arabidopsis thaliana	magnesium transporter 6(MGT6)
263662_at	AT1G04430	Arabidopsis thaliana	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT1G04430)
258165_at	AT3G17900	Arabidopsis thaliana	heat-inducible transcription repressor(AT3G17900)
260888_at	AT1G29140	Arabidopsis thaliana	Pollen Ole e 1 allergen and extensin family protein(AT1G29140)
252366_at	AT3G48420	Arabidopsis thaliana	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein(AT3G48420)
254547_at	AT4G19860	Arabidopsis thaliana	alpha/beta-Hydrolases superfamily protein(AT4G19860)
247483_at	AT5G62420	Arabidopsis thaliana	NAD(P)-linked oxidoreductase superfamily protein(AT5G62420)
259683_at	AT1G63050	Arabidopsis thaliana	MBOAT (membrane bound O-acyl transferase) family protein(LPLAT2)
259417_at	AT1G02340	Arabidopsis thaliana	basic helix-loop-helix (bHLH) DNA-binding superfamily protein(HFR1)
260431_at	AT1G68190	Arabidopsis thaliana	B-box zinc finger family protein(BBX27)
264505_at	AT1G09380	Arabidopsis thaliana	nodulin MtN21 /EamA-like transporter family protein(UMAMIT25)
262144_at	AT1G52620	Arabidopsis thaliana	Pentatricopeptide repeat (PPR) superfamily protein(AT1G52620)
267280_at	AT2G19450	Arabidopsis thaliana	membrane bound O-acyl transferase (MBOAT) family protein(TAG1)
262099_s_at	AT4G37390	Arabidopsis thaliana	Auxin-responsive GH3 family protein(BRU6)
251774_at	AT3G55840	Arabidopsis thaliana	Hs1pro-1 protein(AT3G55840)
253955_at	AT4G27000	Arabidopsis thaliana	RNA-binding (RRM/RBD/RNP motifs) family protein(ATRBP45C)
264771_at	AT1G22940	Arabidopsis thaliana	thiamin biosynthesis protein(TH1)
263913_at	AT2G36570	Arabidopsis thaliana	Leucine-rich repeat protein kinase family protein(AT2G36570)
267099_at	AT2G41460	Arabidopsis thaliana	apurinic endonuclease-redox protein(ARP)
261552_at	AT1G63430	Arabidopsis thaliana	Leucine-rich repeat protein kinase family protein(AT1G63430)
247278_at	AT5G64380	Arabidopsis thaliana	Inositol monophosphatase family protein(AT5G64380)
256908_at	AT3G24040	Arabidopsis thaliana	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein(AT3G24040)
263998_at	AT2G22510	Arabidopsis thaliana	hydroxyproline-rich glycoprotein family protein(AT2G22510)
257056_at	AT3G15350	Arabidopsis thaliana	Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein(AT3G15350)
250582_at	AT5G07580	Arabidopsis thaliana	ethylene-responsive transcription factor(AT5G07580)
251245_at	AT3G62090	Arabidopsis thaliana	phytochrome interacting factor 3-like 2(PIL2)
266952_at	AT2G34555	Arabidopsis thaliana	gibberellin 2-oxidase 3(ATGA2OX3)
250653_at	AT5G06930	Arabidopsis thaliana	nucleolar-like protein(AT5G06930)
261023_at	AT1G12200	Arabidopsis thaliana	Flavin-binding monooxygenase family protein(FMO)
249581_at	AT5G37600	Arabidopsis thaliana	hypothetical protein(GSR 1)
260696_at	AT1G32520	Arabidopsis thaliana	TLDc domain protein(AT1G32520)
258177_at	AT3G21660	Arabidopsis thaliana	UBX domain-containing protein(AT3G21660)
252101_at	AT3G51300	Arabidopsis thaliana	RHO-related protein from plants 1(ROP1)
254739_at	AT4G13880	Arabidopsis thaliana	receptor like protein 48(RLP48)
261481_at	AT1G14260	Arabidopsis thaliana	RING/FYVE/PHD zinc finger superfamily protein(AT1G14260)
265434_at	AT2G20805	Arabidopsis thaliana	DNA-binding storekeeper protein transcriptional regulator-like protein(AT2G20805)
263721_at	AT2G13630	Arabidopsis thaliana	F-box associated ubiquitination effector family protein(AT2G13630)
253618_at	AT4G30420	Arabidopsis thaliana	nodulin MtN21 /EamA-like transporter family protein(UMAMIT34)
264842_at	AT1G03700	Arabidopsis thaliana	Uncharacterized protein family (UPF0497)(AT1G03700)
266435_s_at	AT3G18330	Arabidopsis thaliana	F-box family protein(AT3G18330)
259887_at	AT1G76360	Arabidopsis thaliana	Protein kinase superfamily protein(AT1G76360)
247013_at	AT5G67480	Arabidopsis thaliana	BTB and TAZ domain protein 4(BT4)
249844_at	AT5G23590	Arabidopsis thaliana	DNAJ heat shock N-terminal domain-containing protein(AT5G23590)
263650_at	AT1G04360	Arabidopsis thaliana	RING/U-box superfamily protein(AT1G04360)
251837_s_at	AT3G55200	Arabidopsis thaliana	Cleavage and polyadenylation specificity factor (CPSF) A subunit protein(SAP130a)
256393_at	AT3G06280	Arabidopsis thaliana	F-box associated ubiquitination effector family protein(AT3G06280)
253884_at	AT4G27670	Arabidopsis thaliana	heat shock protein 21(HSP21)
261288_at	AT1G37010	Arabidopsis thaliana	spindle pole body component(AT1G37010)
250857_at	AT5G04790	Arabidopsis thaliana	transmembrane protein(AT5G04790)
264313_at	AT1G70410	Arabidopsis thaliana	beta carbonic anhydrase 4(BCA4)
248988_at	AT5G45190	Arabidopsis thaliana	Cyclin family protein(AT5G45190)
265458_at	AT2G46580	Arabidopsis thaliana	Pyridoxamine 5'-phosphate oxidase family protein(AT2G46580)
267026_at	AT2G38340	Arabidopsis thaliana	Integrase-type DNA-binding superfamily protein(DREB19)
247158_at	AT5G65780	Arabidopsis thaliana	branched-chain amino acid aminotransferase 5 / branched-chain amino acid transaminase 5 (BCAT5)(ATBCAT-5)
254389_s_at	AT4G21903	Arabidopsis thaliana	MATE efflux family protein(AT4G21903)
264625_at	AT1G09020	Arabidopsis thaliana	sucrose nonfermenting-like protein(SNF4)
264866_at	AT1G24140	Arabidopsis thaliana	Matrixin family protein(AT1G24140)
