GeneID	RF01	RF02	RF03	RF04	RF05	RF06	RF07	RF08	RF09	RF10	RF11	RF12
AT3G12760	1422	1358	1582	1876	1857	1880	1339	1426	1265	1881	1739	1818
AT3G12770	43	68	53	79	72	83	15	39	22	120	124	107
AT3G12775	0	0	0	1	0	1	3	0	0	1	0	0
AT3G12780	19148	21000	18577	13739	12598	9279	11750	12911	10819	9407	9473	7996
AT3G12800	1618	1745	1617	2004	1735	2134	1909	1896	1930	2107	1866	1912
AT3G12810	1354	1167	1978	1264	1155	1288	1138	1344	1111	1510	1354	1434
AT3G12820	7	6	2	56	36	49	2	0	0	45	63	62
AT3G12830	158	169	135	180	253	406	307	289	489	230	243	432
AT3G12835	0	0	0	1	1	2	1	3	0	3	1	2
AT3G12840	0	0	0	0	0	1	0	1	0	0	0	0
AT3G12850	0	0	0	0	0	0	0	0	0	0	0	0
AT3G12860	212	178	283	284	295	279	78	86	53	419	335	429
AT3G12870	73	51	70	201	227	179	47	22	20	232	246	283
AT3G12880	0	0	5	0	0	1	0	0	0	1	0	0
AT3G12890	2	0	1	0	3	4	0	0	0	12	10	6
AT3G12900	0	1	0	58	111	34	0	0	0	0	2	2
AT3G12910	4	1	0	0	6	8	2	1	2	4	1	0
AT3G12915	228	235	219	312	308	259	106	93	74	192	235	201
AT3G12920	401	460	445	623	628	610	1080	1213	1174	847	749	820
AT3G12930	860	1106	799	1206	1185	801	591	576	558	812	873	748
AT3G12940	215	230	233	263	265	257	214	216	154	296	256	297
AT3G12950	876	903	1028	743	853	855	720	823	703	921	846	856
AT3G12955	13	28	7	35	41	23	1	7	8	81	51	109
AT3G12960	0	0	0	3	0	4	0	0	0	143	69	145
AT3G12965	497	697	471	1018	992	978	308	279	300	1140	1136	1370
AT3G12970	169	167	207	155	168	170	104	77	44	167	175	208
AT3G12977	106	65	78	83	65	72	73	65	73	38	18	30
AT3G12980	1224	1185	1655	1001	955	978	1268	1296	1089	1113	966	951
AT3G12981	2	0	0	4	0	4	0	0	0	1	1	0
AT3G12990	189.999	252	260	349	252	315	175	215	201	237	245	244
AT3G13000	910	952	1047	699	650	626	496	509	396	593	542	589
AT3G13010	0	0	0	0	0	1	0	1	0	0	0	1
AT3G13020	19	33	23	58	46	58	17	20	19	53	52	56
AT3G13030	341	334	429	524	508	533.999	243	192	166	388	430	440
AT3G13040	2093	2227	2214	1613	1579	1635	2063	2014	1838	1464	1423	1263
AT3G13050	279	268	272	321	304	375	455	367	365	483	432	473
AT3G13060	1455.395	1514.429	1753.403	1613.4	1626.582	1689.607	1852.089	1714.093	1480.802	2115.894	1941.45	1941.214
AT3G13061	208.605	259.571	166.596	29.6	25.418	28.393	169.911	256.907	243.198	6.106	4.55	1.786
AT3G13062	2034	2475.999	2130	1226.001	1086	1245	2518	2495	2218.999	576	604	553.001
AT3G13065	251	260	291	183	146	176	255	278	164	66	74	83
AT3G13070	1242	1443	1391	1421	1195	1194	957	989	932	1166	1240	1196
AT3G13080	1789	1559	2319	4752	4085	6698.001	2899	2615	2484	4516.999	4085	4180
AT3G13090	22	33	14	104	112	164	42	33	23	184	140	162
AT3G13100	85	70	124	349	283	717	263	186	162	233	186	226
AT3G13110	1119	1103	1226	953	1059	1132	1177	1161	1017	1845	1916	1736
AT3G13120	3958	4973	3957	5091	4687	3316	2710	2897	2493	2734	3019	2509
AT3G13130	0	0	0	33	23	75	0	0	1	136	113	134
AT3G13140	0	0	0	1	0	3	1	2	3	3	0	6
AT3G13150	172	147	190	183	175	196	91	78	92	270	279	257
AT3G13160	262	211	303	349	331	325	200	185	162	537	564	563
AT3G13170	12	10	9	19	22	32	17	14	6	34	37	22
AT3G13175	97	101	118	174	182	149	25	32	22	105	140	128
AT3G13180	561	678	624	779	744	699	331	392	282	627	604	486
AT3G13190	244.999	291	233.001	423	426	399	150	177	170	425	400	503
AT3G13200	1751	1783	1881	2234	2028	2205	2085	2007	1862	2108	2096	1967
AT3G13205	0	0	0	0	0	0	0	0	0	0	0	0
AT3G13210	15	14	4	33	22	24	17	16	19	27	23	17
AT3G13220	0	0	0	0	0	0	0	0	0	0	0	0
AT3G13222	789	751	913	716	727	751	338	343	323	562	593	604
AT3G13224	760	733	822	786	674	818	880	939	805	789	657	881
AT3G13225	753	842	1049	982	911	1022	807	942	824	922	683	738
AT3G13226	337	426	420	410	425	357	282	325	286	394	368	384
AT3G13227	0	0	0	2	0	0	0	1	0	0	0	4
AT3G13228	0	0	0	0	0	0	0	0	0	0	0	0
AT3G13229	0	0	0	0	0	1	0	0	0	3	0	0
AT3G13230	602	615	693	634	617	680	446	486	364	843	727	776
AT3G13235	622.999	669	753.999	1237	1191	1524	625	688	582	1433	1326	1376
AT3G13240	10	2	10	11	5	7	11	2	7	10	10	3
AT3G13250	0	0	0	5	1	1	1	3	0	0	1	0
AT3G13260	0	0	0	0	0	0	0	0	0	0	0	0
AT3G13270	12	17	35	51	43	33	23	12	10	10	17	11
AT3G13275	24	47	38	58	55	50	200	192	228	101	80	96
AT3G13277	260	245	325	81	66	122	156	175	173	130	88	88
AT3G13280	0	0	1	0	7	0	7	0	0	2	0	0
AT3G13290	582	646	886	791	695	758	681	719	588	1128	984	1074
AT3G13300	2766	2501	3698	2890	2596	2911	3176	3002	2795	4267	3644	3815
AT3G13310	522	479	508	669	784	1125	982	1166	1005	721	757	621
AT3G13320	574	636	723	708	740	793	820	829	794	1122	1096	1057
AT3G13330	1032	1010	1601	2309	2048	2997	1763	1501	1532	2753	2168	2310
AT3G13340	1550	1543	1651	1555	1437	1617	1492	1712	1452	1654	1362	1494
AT3G13350	409	439	505	432	371	376	425	504	364	337	322	322
AT3G13360	987	1033	1047	988	987	839	755	727	644	983	931	847
AT3G13370	0	0	0	0	0	0	0	0	0	0	0	0
AT3G13380	256	279	341	515	464	668	798	628	594	938	866	835
AT3G13390	0	0	0	0	0	0	0	0	0	0	0	0
AT3G13400	10	7	7	7	9	7	7	3	1	3	9	4
AT3G13403	0	5	0	4	0	0	0	0	1	4	8	0
AT3G13404	31	35	51	32	18	4	25	25	27	45	39	37
AT3G13405	1	2	1	6	2	0	2	2	5	4	9	7
AT3G13410	3109	3103	3502	3517	3462	3454	4150	4278	3848	6390	5690	5509
AT3G13420	35	21	16	50	40	33	34	15	22	40	39	44
AT3G13430	269.001	241.999	340	363.001	315	343	595.001	541	542	309	300	285
AT3G13432	4	4	5	24	33	44	42	36	36	31	23	19
AT3G13433	0	0	0	36	17	52	8	4	9	0	2	5
AT3G13435	136	125	136	163	172	213	85	86	98	176	124	148
AT3G13437	32	46	28	59	53	69	111	74	64	15	19	26
AT3G13438	151.957	116.039	110.644	115.418	163.748	153.451	243.653	196.049	217.3	189.013	194.418	161.734
AT3G13440	1034.043	1016.961	1194.356	925.582	956.252	810.549	848.347	877.951	743.7	906.987	842.582	1066.266
AT3G13445	315	353	360	439	472	478	402	467	424	472	461	508
AT3G13450	959	975	1205	718	521	475	2021	2161	1913	267	228	256
AT3G13460	21779	19345	22007	10746	10486	9753	13989.001	14969	12396	12548	11268.001	13273
AT3G13470	2524	2769	2877	3384	3358	2610	1516	1506	1389	3808	3680	3632
AT3G13480	266	374	320	304	295	254	307	353	341	308	324	276
AT3G13490	976	1052	1036	1366	1283	1214	800	783	746	949	972	931
AT3G13500	0	0	1	0	1	4	5	5	1	4	2	4
AT3G13510	1468	1491	1483	922	890	887	830	995	747	1204	1314	1221
AT3G13520	2476	2701	2533	2251	2433	1987	3268	3578	3686	9192	7211	6629
AT3G13525	0	0	0	0	0	0	0	0	0	0	0	0
AT3G13530	789	753	921	877	746	791	1019	961	871	1101	919	915
AT3G13540	2	0	3	10	12	25	0	0	1	10	7	7
AT3G13550	299	354	272	298	314	264	432	419	427	336	278	267
AT3G13560	361	432	375	505	471.999	492	234	277	198	961	850.999	884
AT3G13570	1312	1496	1416	1095	1095	1147	1060	1040	878	1119	1088	1199
AT3G13580	4051	4129	3882	3076	2987	2740	1982	2134	1802	2345	2362	2434
AT3G13590	0	2	0	8	7	13	3	2	0	9	23	14
AT3G13594	1	0	0	0	0	0	0	0	0	0	0	0
AT3G13600	116	111	198	92	120	119	87	127	93	226	126	171
AT3G13610	187	136	151	433	525	555	182	135	115	1839	1281	1242
AT3G13620	270	325	325	412	371	468	227	299	240	491	512	523
AT3G13624	0	0	0	0	0	0	0	0	0	0	0	0
AT3G13630	0	0	0	0	0	0	0	3	0	1	0	0
AT3G13640	14	9	22	27	23	40	3	9	13	76	56	42
AT3G13650	128	92	102	274	321	331	54	60	54	735	660	552
AT3G13660	0	0	4	1	2	4	0	0	1	3	3	4
AT3G13662	0	0	0	0	0	0	0	0	0	0	0	0
AT3G13670	2975.127	3010.655	3311.724	2884.458	2567.717	2690.17	3453.662	3457.647	3113.821	3753.661	3464.01	3511.05
AT3G13672	36.873	40.345	47.276	106.542	74.283	106.83	48.338	57.353	29.179	121.339	121.99	107.95
AT3G13674	42	50	74	88	77	70	22	18	13	83	91	109
AT3G13677	47	65	54	136	126	154	90	58	37	99	110	110
AT3G13680	2	6	1	5	6	6	3	1	2	1	6	5
AT3G13682	73	77	80	82	90	78	54	78	58	98	96	69
AT3G13686	0	0	0	0	0	0	0	0	0	0	0	0
AT3G13690	1586	1578	1874	2276	2080	1946	1134	1329	1018	1963	1826	1670
AT3G13700	0	309	369	348	406	399	311	163.384	242	356	276.086	319
AT3G13710	295	0	0	0	0	0	0	133.616	0	0	29.914	0
AT3G13720	686	696	703	537	584	598	1610	1584	1406	1052	968	971
AT3G13724	0	0	0	0	0	0	0	0	0	0	0	0
AT3G13730	118	153	143	143	107	123	144	142	122	327	243	309
AT3G13740	918	949	942	726	630	455	809	883	696	434	374	413
AT3G13750	36692	39733	41105	8851	7102	3799	32308	29894	26579	5835	5556	4591
AT3G13760	111	100	128	35	52	57	53	70	80	27	28	24
AT3G13770	31	31	31	36	17	15	27	25	23	19	29	26
AT3G13772	1531	1506	1897	1785	1772	1802	1840	1992	1759	2828	2539	2706
AT3G13780	126	129	157	147	143	152	164	157	145	133	110	105
AT3G13782	62	51	97	82	41	83	108	99	77	112	70	120
AT3G13784	0	0	0	21	12	18	0	0	0	19	17	7
AT3G13790	1905	1680	2383	879	932	990	7851	6517	6183	3944	2984	2869
AT3G13800	265	285	344	322	277	224	255	293	234	225	203	255
AT3G13810	370	404	478	602	589	727	579	578	523	678	708	748
AT3G13820	0	0	0	0	0	0	2	2	4	1	0	0
AT3G13825	0	0	0	0	0	0	0	0	0	0	0	0
AT3G13830	0	0	0	0	0	0	0	0	0	0	0	0
AT3G13840	0	3	0	0	3	1	0	0	0	0	0	0
AT3G13845	146	156	188	246	212	236	142	116	94	269	244	260
AT3G13850	0	0	0	1	6	3	0	0	0	1	5	1
AT3G13855	2	0	0	0	2.128	0	0	0	0	0	1	1.036
AT3G13857	0	0	0	7	1.872	4	0	4	0.959	1	0	2.964
AT3G13860	686	622	883	965	890	918	477	495	457	1327	1255	1248
AT3G13870	2754	2872	3385	3071	3051	3327	3558	3261	2937	4186	3897	3487
AT3G13880	57	71	60	54	96	65	46	46	35	76	115	85
AT3G13882	614	633	607	977	854	765	344	449	377	944	851	898
AT3G13890	0	0	0	0	0	0	0	0	0	0	0	0
AT3G13898	0	3	0	3	4	3	1	1	3	3	5	9
AT3G13900	0	7	0	5	6	5	12	7	7	16	17	23
AT3G13910	147	187	134	341	368	483	620	554	569	651	554	607
AT3G13920	15370	13611.001	15193	10406	10478	9444	11594	12122	10421.999	14251	13759.001	14354.999
AT3G13930	1360	1304	1755	2282	2310	2278	1340	1347	1329	5000	4105	4324
AT3G13940	335	331	389	472	368	485	256	275	277	587	592	612
AT3G13950	0	3	0	53	20	52	82	26	33	1	16	12
AT3G13960	219	315	218	333	297	278	53	102	54	304	332	392
AT3G13965	85	86	77	46	66	69	169	155	140	126	105	95
AT3G13970	16	34	15	70	75	72	57	34	38	59	55	85
AT3G13980	248	228	349	232	207	214	61	56	54	188	221	192
AT3G13990	902	899	1070	1073	1013	1035	821	870	690	1124	1133	1097
AT3G14000	244	226	329	361	358	341	165	158	149	351	404	407
AT3G14010	1590.999	1510	1864	1667	1493	1692	1926	1941	1601	1798	1513	1781.999
AT3G14020	122	128	142	119	156	155	59	85	70	186	172	166
AT3G14025	0	1	0	5	1	4	0	1	0	5	0	2
AT3G14030	0	0	0	0	0	0	0	0	0	1	0	0
AT3G14040	0	0	0	0	0	0	0	0	0	0	0	0
AT3G14050	960	925	1174	1347	1227	1824	2433	2361	2239	1776	1847	1784
AT3G14060	134	151	126	185	179	219	81	59	65	155	194	159
AT3G14067	6846	7306	7313	5615	6050	6323	8987	9711	9074	10467	10861	10294
AT3G14070	69	83	44	91	123	99	35	60	49	137	136	149
AT3G14075	375	450	459	516	520	485	474	494	486	535	522	603
AT3G14080	286	291	305	413	299	394	277	295	279	430	400	402
AT3G14090	513	519	515	426	364	441	710	679	599	527	467	403
AT3G14100	2643	2694	2853	2839	2728	2919	2155	2275	1907	2626	2559	2562
AT3G14110	2526	2756.001	2308	2460	2304.999	1824	1186	1294	1188	1440	1711	1427
AT3G14120	655	708	951	777	753	754	541	567	448	928	705	847
AT3G14130	145	145	177	383	385	431	139	143	129	414	324.466	389
AT3G14140	2	4	7	4	6	5	3	1	4	3	1	2
AT3G14150	408	409	483	789	687	647	304	299	207	385	373.534	387
AT3G14160	140	164	153	170	164	148	138	160	164	205	240	178
AT3G14170	7	15	11	47	29	48	2	3	4	30	39	30
AT3G14172	1019	1017	1450	1088	1096	1200	1072	1076	875	1741	1402	1504
AT3G14180	1110	1212	1079	990	870	920	789	882	748	857	877	865
AT3G14185	1	1	3	2	0	1	9	4	5	0	0	0
AT3G14190	73	113	82	276	249	240	56	56	38	340	356	378
AT3G14200	431	323	494	282	288	266	651	641	594	406	340	314
AT3G14205	1609	1601	2083	1357	1257	1414	1982	1998	1811	1482	1344	1224
AT3G14210	379	560	331	3059	3425	2397	435	496	539	2114	2647	2332
AT3G14220	484	561	570	1081	957	977	375	417	298	1352	1327	1213
AT3G14225	6	6	6	31	36	27	14	4	6	52	50	35
AT3G14230	6336	6174	6948.001	4217.001	4036	3973.999	5600	5335	4713	5691	5343	4856.001
AT3G14240	2851	3027	3064	2133	2257	2070	1875	2169	1722	2032	2468	2182
AT3G14250	0	0	0	0	0	0	0	0	0	0	0	0
AT3G14260	63	38	74	28	41	26	54	98	125	19	29	35
AT3G14270	1478	1544	2306	1744	1678	1730	3639	3591	3218	3510	3001	2572
AT3G14280	562	420	502	818	734	833	651	447	429	330	273	339
AT3G14290	945	934	1156	1691	1546	1616	849	795	747	1655	1521	1548
AT3G14300	0	0	0	0	0	1	0	0	4	0	3	1
AT3G14310	5395	5259	5820	4841	5200	4651	4827	5163	4513	10355	10959	10311
AT3G14320	0	4	0	2	1	3	0	0	2	3	0	0
AT3G14330	474	499	485	368	415	301	244	227	162	330	363	271
AT3G14340	30.201	37.541	2.631	77.819	87.288	43.489	96.629	71.912	61.593	116.278	42.588	114.038
AT3G14350	1980.799	1754.459	2040.369	2140.182	1968.712	1926.511	1853.371	1819.087	1569.407	3254.722	2756.412	2453.962
AT3G14360	45	71	46	138	127	143	24	18	18	196	159	197
AT3G14362	46	46	54	24	11	16	37	54	29	11	16	15
AT3G14370	87	103	110	117	136	143	26	21	20	247	249	206
AT3G14380	0	2	0	12	13	4	13	35	26	117	103	89
AT3G14385	0	0	0	0	0	0	0	0	0	0	1	0
AT3G14390	890	941	940	1077	1098	1021	481	523	418.001	1167	1110	1083
AT3G14395	2	1	1	11	6	9	4	1	3	22	32	12
AT3G14400	1271	1292	1656	1405	1330	1288	1249	1442	1336	1728	1606	1583
AT3G14410	299	320	381	358	322	340	380	358	330	515	421	445
AT3G14415	23088	25567	22919	9838	8807	6841	14375	15252.459	13067	5987	6099.999	5099
AT3G14420	33482	37587.999	31199	12169	11675	10095	16497	17770.542	14857	6099	5934.001	5501
AT3G14430	176	249	220	421	417	438	336	330	326	464	471	496
AT3G14431	0	0	0	0	0	0	0	0	0	0	0	0
AT3G14440	44	40	32	111	119	91	107	103	119	209	192	217
AT3G14450	24	22	22	72	80	66	30	40	35	170	144	142
AT3G14452	0	0	0	0	0	0	0	0	0	2	0	8
AT3G14460	72	78	93	90	71	105	76	66	53	142	74	94
AT3G14470	182	212	297	240	215	285	206	167	144	234	234	217
AT3G14475	0	0	0	0	0	0	0	0	0	0	0	0
AT3G14480	0	0	0	0	0	0	0	0	0	0	2	0
AT3G14490	5	1	4	1	1	4	0	0	0	2	0	3
AT3G14500	0	0	5	0	1	0	0	0	0	0	0	0
AT3G14510	41	46	66	26	21	42	12	17	13	38	31	36
AT3G14515	0	0	0	0	0	0	0	0	0	0	0	0
AT3G14517	25	20	64	14	6	14	10	11	5	18	18	18
AT3G14520	0	2.01	6	0	1	0	0	0	0	175	132	115
AT3G14530	115	72	129	78	91	79	12	16	6	204	151	172
AT3G14540	71	60	150	95	103	87	10	7	9	94	58	69
AT3G14550	59	82	116	83	66	63	19	25	10	63	60	52
AT3G14560	136	107	178	369	320	354	348	422	402	368	381	348
AT3G14570	378	313	588	334	359	400	165	152	107	430	380	461
AT3G14580	23	37	36	19	28	41	15	14	15	56	64	54
AT3G14590	236	226	345	357.001	307	428.001	565	617.999	548.001	778	617	678
AT3G14595	881	953	928	873	777	810	2917	3071	3086	1852	1562	1680
AT3G14600	4867	4956	5109	4999	4762	4540	2432	2500	2010	3915	3925	4265
AT3G14610	499	459	673	408	431	500	1254	1254	1208	964	760	745
AT3G14620	370	395	446	712	602	1175	1191	978	963	416	387	392
AT3G14630	2	4	17	5	8	8	4	10	7	17	9	15
AT3G14640	1	2	0	2	4	4	3	0	13	16	3	7
AT3G14650	2412	2663.491	2518.507	1748	1878	1486	2508	2585	2215.436	2075	2347	1961.998
AT3G14660	3709	3762	3462	1530	1566	1528	4065	4557	3891	2000	1668	1728.002
AT3G14670	0	0	0	1	2	0	2	2	1	0	2	7
AT3G14680	562	576	698	362	396	371	331	344	256	220	199	169
AT3G14690	2161	2252.509	2044.493	1076	1109	970	2538	2693	2396.564	1606	1232	1428
AT3G14700	18	35	18	109	79	119	45	41	48	83	71	102
AT3G14710	1	2	6	7	9	8	19	17	22	8	4	11
AT3G14720	531	585	676	832	911	977	769	726	766	1496	1245	1308
AT3G14730	72	66	81	87	72	75	89	89	52	93	81	103
AT3G14735	0	0	0	0	0	1	0	0	0	0	0	0
AT3G14740	95	84	139	150	198	178	32	27	52	297	253	248
AT3G14750	217	259	154	184	209	184	196	208	175	194	165	217
AT3G14760	24	59	26	106	150	83	7	2	3	35	38	42
AT3G14770	1658	2086	1394	199	202	117	4393	4388	4229	205	156	129
AT3G14780	19	22	35	32	37	37	22	27	30	45	46	48
AT3G14790	646	584	663	627	642	551	848	725	680	1134	973	1022
AT3G14800	217	254	273	362	373	392	255	265	203	394	389	397
AT3G14810	396	406	393	211	228	187	150	192	193	276	259	232
AT3G14820	0	0	0	0	0	0	0	0	0	0	0	1
AT3G14830	521	500	630	560	599	690	768	744	617	675	654	607
AT3G14840	2393	2578	2952	2443	2296	2864	5182	4780	4326	3462	3469	2969
AT3G14850	64	62	100	122	118	111	66	62	68	820	732	684
AT3G14855	0	0	0	0	0	0	0	0	0	0	0	0
AT3G14860	703	606	757	672	670	704	776	788	657	950	892	847
AT3G14870	175	161	157	197	215	178.001	108	83	95	444.001	395	429
AT3G14880	31	28	33	35	23	19	0	1	1	209	146	221
AT3G14890	273	334	361	519	414	450	154	166	134	657	575	614
AT3G14900	261	283	283	475	419	325	163	168	125	415	481	443
AT3G14910	140	198	195	277	284	285	181	238	189	348	310	283
AT3G14920	469	541	553	604	614	677	601	596	526	849	893	785
AT3G14930	2639.001	3298.001	2674	3766	3667	2873	1703	1817.001	1525.999	1419	1524	1252
AT3G14940	827	655	1259	1591	2081	1657	167	163	116	5033	3508	4043
AT3G14950	0	0	0	2	3	2	0	0	0	7	2	0
AT3G14960	346	293	397	417	353	426	502	527	450	476	395	420
AT3G14970	0	1	0	0	0	0	0	0	0	0	0	0
AT3G14980	717	676	944	717	715	656	482	510	436	764	732.241	567
AT3G14981	0	0	0	0	0	0	0	0	0	0	2.759	0
AT3G14990	4991	4883	5373	2810	2916	3464	9605	10509	10076	4548	3895	4126
AT3G15000	2585	2579	2793	3498	3574	3477	1727	1889	1576	5412	5337	5679
AT3G15010	1203	1206	1605	1336	1157	1325	1177	1158	966	1416	1356	1372
AT3G15020	284	203	301	831	852	850	161	137	100	1974	1657	1651
AT3G15030	781	902	833	707	699	594	307	320	251	622	734	631
AT3G15040	356	353	329	344	332	357	405	375	349	542	467	447
AT3G15050	0	0	0	8	3	4	0	0	0	5	1	2
AT3G15060	321	323	320	188	210	197	406	350	384	303	284	281
AT3G15070	545	497	616	554	498	481	946	827	803	544	503	505
AT3G15080	211	297	234	278	280	304	233	230	203	341	299	318
AT3G15090	348	412	390	450	403	430	401	388	340	822	646	706
AT3G15095	1913	2014	2108	1803	1819	1710	1479	1729	1497	2021	1966	2067
AT3G15110	517	646	510	553	546	390	462	462	392	347	375	325
AT3G15111	0	0	0	0	0	0	0	0	0	0	0	0
AT3G15115	180	240	187	212	233	183	471	467	472	1026	761	689
AT3G15120	825	851	1318	841	790	781	870	808	805	994	882	863
AT3G15130	48	52	33	40	47	55	22	24	25	60	72	55
AT3G15140	118	113	181	193	190	162	63	73	42	262	214	261
AT3G15150	134	111	126	135	127	138	114	123	83	148	157	140
AT3G15160	482	556	562	867	780	830	455	509	436	635	613	525
AT3G15170	15	22	4	12	16	18	9	11	15	31	18	23
AT3G15180	356	436	416	753	666	883	395	409	369	1014	867	885
AT3G15190	3871	4673	3663	4975	4772	3156	2322.984	2543	2143	2417	2547	2337
AT3G15200	40	39	53	44	32	31	38.016	30	48	72	55	65
AT3G15210	631	754	851	877	1056	1356	1039	975	1456	1650	1554	2051
AT3G15220	594	544	706	766	681	817	547	550	491	714	685	611
AT3G15240	420	354	489	374	398	426	116	128	90	287	275	397
AT3G15250	31	23	11	16	24	21	1	6	4	21	13	25
AT3G15251	0	0	0	0	2	0	0	0	0	0	0	0
AT3G15260	774	817	805	833	863	926	714	771	674	2028	1428	1709
AT3G15270	19	36	24	49	42	39	7	3	10	33	29	35
AT3G15280	11	34	22	12	7	25	2	1	1	225	101	197
AT3G15290	405	456	451	558	542	507	435	424	366	611	647	631
AT3G15300	66	80	98	187	235	259	62	41	34	343	256	288
AT3G15310	2	3	2	0	0	0	1	1	0	3	0	3
AT3G15320	1	0	0	0	0	0	3	2	1	7	2	3
AT3G15330	0	0	0	0	0	0	0	0	0	0	0	0
AT3G15340	30	29	31	43	56	55	40	24	36	72	89	86
AT3G15350	262	251	326	568	544	746	286	293	227	878	810	817
AT3G15351	191	204	210	233	202	272	269	184	189	189	183	169
AT3G15352	91	60	109	181	125	135	106	74	75	224	225	230
AT3G15353	11235	16559	15543	18723	18558	18937	3800	4075	4270	3969	4877	4348
AT3G15354	1495	1650	1798	657	685	633	1326	1367	1215	775	736	610
AT3G15355	328	448	447	559	589	610	476	486	361	607	477	512
AT3G15356	578	551	606	435	349	395	454	289	323	144	198	159
AT3G15357	136	110	141	159	177	160	31	29	24	244	235	287
AT3G15358	74	56	75	87	73	64	65	71	61	51	37	44
AT3G15359	0	0	0	0	1	0	0	0	0	0	0	0
AT3G15360	4437	5101	3982	3299	3413	2576	4559	4598	4100	2012	2168	1871
AT3G15370	102	103	188	23	35	26	225	157	152	119	94	113
AT3G15380	800	856	962	700	733	735	604	611	517	972	906	907
AT3G15390	99	76	100	197	181	247	96	85	64	187	162	185
AT3G15395	181.999	188	174	270	257	235	159	171.001	141	239	260.999	255
AT3G15400	82	72	85	134	129	118	91	97	87	118	92	112
AT3G15410	661	664	887	868	755	906	587	634	539	1130	876	984
AT3G15420	28	28	26	70	50	54	20	37	15	45	38	35
AT3G15430	765	791	941	898	765	1070	1300	1211	1247	1157	1001	992
AT3G15440	19	13	20	1	1	3	25	35	20	0	0	0
AT3G15450	18245	16711	16075	8938	7400	4283	28534	31123	27539.001	225	186	250
AT3G15460	104	178	175	314	254	295	143	86	101	409	398	460
AT3G15470	786	849	983	851	819	810	1149	1269	1159	1183	1053	980
AT3G15480	1235	1250	1144	1062	935	981	1072	1130	1065	1243	1186	1060
AT3G15490	0	0	0	0	0	0	0	0	0	0	0	0
AT3G15500	174	157	172	85	71	102	1866	1776	1749	96	61	70
AT3G15510	354	269	328	197	201	205	838	971	842	193	192	174
AT3G15518	40	40	32	81	64	148.784	149	95	117	97	70	51
AT3G15520	717	970	935	1037	868	692.216	496	558	421	407	401	361
AT3G15530	468	563	564	689	724	784	712	800	652	988	993	1065
AT3G15534	0	0	0	2	0	4	1	3	8	0	1	5
AT3G15536	0	0	0	11	6	32	18	2	6	3	0	0
AT3G15540	70	117	120	156	196	172	26	32	28	136	137	175
AT3G15548	0	0	0	0	0	0	0	0	0	0	0	0
AT3G15550	140.967	170.25	198.835	526.27	515.57	408.494	56.803	68.497	53.109	459.568	479.217	490.941
AT3G15570	665.033	590.75	591.165	1057.73	983.43	651.506	328.197	367.503	325.891	513.432	521.783	474.059
AT3G15578	0	1	0	0	0	0	2	0	2	1	0	0
AT3G15580	596	697	599	983	960	1030	940	859	862	908	778	841
AT3G15590	1144	1185	1268	1253	1189	1226	855	995	816	1637	1377	1747
AT3G15600	0	0	3	0	0	0	0	0	0	4	1	0
AT3G15602	0	0	0	0	0	0	0	0	0	0	3	0
AT3G15604	0	0	0	0	0	0	0	0	0	0	0	0
AT3G15605	1	0	0	0	0	0	1	4	1.033	4	3.015	7
AT3G15610	926	923	983	985	967	994	786	845	836.967	1071	998.985	971
AT3G15620	1007	826	898	124	109	86	497	490	392	68	81	89
AT3G15630	3735	3300	2792	969	923	597	5016	5982	5148	224	212	245
AT3G15640	1488	1605	1684	1986	2064	2040	1236	1286	999	3120	2967	2985
AT3G15650	23	35	26	104	129	116	18	25	37	217	338	324
AT3G15660	555	681	659	969	911	1040	704	621	535	1291	1121	1170
AT3G15670	314	322	468	484	180	238	23	24	24	4204	2262	3512
AT3G15680	236	277	235	413	436	300	72	90	49	558	640	625
AT3G15690	1001	1001	980	783	771	667	1086	980	873	688	619	644
AT3G15700	6	2	6	3	12	4	6	1	6	50	22	27
AT3G15710	285	282	306	566	537	598	515	459	448	693	607	673
AT3G15720	64	69	60	107	112	77	100	57	86	169	220	162
AT3G15730	7859	7307	9485	8641	8819	8768	8845	8701	7647	13378	12030	11843
AT3G15740	2	2	0	4	4	4	4	1	5	11	9	6
AT3G15750	39	60.784	63	66	54	49	68.001	38	53	46	36	57
AT3G15760	96	117	141	111	101	135	585	581	580	98	95	116
AT3G15770	348	351	235	333	278	311	596	561	613	274	255	209
AT3G15780	157	202	214	172	165	158	98	125	76	146	124	175
AT3G15790	362	420	466	609	561	634	269	318	287	643	660	687
AT3G15800	1	1	16	6	11	7	7	2	4	12	17	14
AT3G15810	999	1166	987	782	893	969	1457	1354	1438	1506	1334	1332
AT3G15820	1056	997	923	445	518	404	935	951	782	601	566	620
AT3G15830	3	2	0	8	4	7	2	3	8	9	6	6
AT3G15840	2498.001	2734	2420.001	3715.001	3036.999	2685	2878.999	2840.999	2494.999	1258	1114	993
AT3G15850	6499	7221	6294	2604	2219	1404	3831	4044	3560	1194	1214	967
AT3G15860	0	0	0	0	0	0	0	0	0	0	0	0
AT3G15870	1	0	0	0	0	0	0	2	0	0	0	4
AT3G15880	1699	1702	2181	1643	1539	1757.999	1666	1672	1382	2548	2227.001	2384
AT3G15890	104	139	143	142	149	157	169	143	158	231	199	223
