From	Entrez	Species	Description
AT1G48300	841250	Arabidopsis thaliana	diacylglycerol acyltransferase(DGAT3)
AT5G02350	831920	Arabidopsis thaliana	Cysteine/Histidine-rich C1 domain family protein(AT5G02350)
AT5G28980	833024	Arabidopsis thaliana	hypothetical protein(AT5G28980)
AT5G38300	833812	Arabidopsis thaliana	homeobox Hox-B3-like protein(AT5G38300)
AT2G02990	814828	Arabidopsis thaliana	ribonuclease 1(RNS1)
AT2G26960	817237	Arabidopsis thaliana	myb domain protein 81(MYB81)
AT3G14710	820699	Arabidopsis thaliana	RNI-like superfamily protein(AT3G14710)
AT2G36300	818202	Arabidopsis thaliana	Integral membrane Yip1 family protein(AT2G36300)
AT1G36310	840538	Arabidopsis thaliana	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT1G36310)
AT1G63950	842698	Arabidopsis thaliana	Heavy metal transport/detoxification superfamily protein(AT1G63950)
AT2G36307	5007938	Arabidopsis thaliana	ncRNA(ZPR4)
AT1G12360	837791	Arabidopsis thaliana	Sec1/munc18-like (SM) proteins superfamily(KEU)
AT5G26310	832700	Arabidopsis thaliana	UDP-Glycosyltransferase superfamily protein(UGT72E3)
AT2G36305	818203	Arabidopsis thaliana	farnesylated protein-converting enzyme 2(FACE2)
AT5G16990	831562	Arabidopsis thaliana	Zinc-binding dehydrogenase family protein(AT5G16990)
AT5G14330	831283	Arabidopsis thaliana	transmembrane protein(AT5G14330)
AT2G14970	3768491	Arabidopsis thaliana	hypothetical protein(AT2G14970)
AT2G38960	818481	Arabidopsis thaliana	endoplasmic reticulum oxidoreductins 2(ERO2)
AT3G02740	821256	Arabidopsis thaliana	Eukaryotic aspartyl protease family protein(AT3G02740)
AT1G51940	841622	Arabidopsis thaliana	protein kinase family protein / peptidoglycan-binding LysM domain-containing protein(LYK3)
AT1G24340	839050	Arabidopsis thaliana	FAD/NAD(P)-binding oxidoreductase family protein(EMB2421)
AT1G75930	843926	Arabidopsis thaliana	extracellular lipase 6(EXL6)
AT2G26950	817236	Arabidopsis thaliana	myb domain protein 104(MYB104)
AT5G02360	831773	Arabidopsis thaliana	DC1 domain-containing protein(AT5G02360)
AT5G28970	833023	Arabidopsis thaliana	hypothetical protein(AT5G28970)
AT3G14720	820700	Arabidopsis thaliana	MAP kinase 19(MPK19)
AT4G14590	827107	Arabidopsis thaliana	embryo defective 2739(emb2739)
AT1G12330	837787	Arabidopsis thaliana	cyclin-dependent kinase-like protein(AT1G12330)
AT1G63960	842699	Arabidopsis thaliana	Copper transport protein family(AT1G63960)
AT1G36300	3766990	Arabidopsis thaliana	hypothetical protein(AT1G36300)
AT1G14990	838064	Arabidopsis thaliana	transmembrane protein(AT1G14990)
AT1G61300	842424	Arabidopsis thaliana	LRR and NB-ARC domains-containing disease resistance protein(AT1G61300)
AT5G26300	832699	Arabidopsis thaliana	TRAF-like family protein(AT5G26300)
AT5G16980	831561	Arabidopsis thaliana	Zinc-binding dehydrogenase family protein(AT5G16980)
AT2G12345	2745508	Arabidopsis thaliana	hypothetical protein(AT2G12345)
AT1G36305	3766991	Arabidopsis thaliana	hypothetical protein(AT1G36305)
AT3G26720	822284	Arabidopsis thaliana	Glycosyl hydrolase family 38 protein(AT3G26720)
AT5G14320	831282	Arabidopsis thaliana	Ribosomal protein S13/S18 family(EMB3137)
AT2G12340	3768257	Arabidopsis thaliana	hypothetical protein(AT2G12340)
AT3G02750	820909	Arabidopsis thaliana	Protein phosphatase 2C family protein(AT3G02750)
AT1G51930	841621	Arabidopsis thaliana	RING/U-box superfamily protein(AT1G51930)
AT1G24310	839047	Arabidopsis thaliana	nuclear pore complex protein(AT1G24310)
AT1G75940	843927	Arabidopsis thaliana	Glycosyl hydrolase superfamily protein(ATA27)
AT1G26970	839588	Arabidopsis thaliana	Protein kinase superfamily protein(AT1G26970)
AT5G04990	830381	Arabidopsis thaliana	SAD1/UNC-84 domain protein 1(SUN1)
AT5G02330	831755	Arabidopsis thaliana	Cysteine/Histidine-rich C1 domain family protein(AT5G02330)
AT5G28960	833022	Arabidopsis thaliana	alpha-(1,6)-fucosyltransferase(AT5G28960)
AT2G26980	817240	Arabidopsis thaliana	CBL-interacting protein kinase 3(CIPK3)
AT3G14730	820701	Arabidopsis thaliana	Pentatricopeptide repeat (PPR) superfamily protein(AT3G14730)
AT3G14735	28719273	Arabidopsis thaliana	ncRNA(U6-1)
AT1G26975	5007728	Arabidopsis thaliana	miscRNA(MIR395b)
AT2G24320	816968	Arabidopsis thaliana	alpha/beta-Hydrolases superfamily protein(AT2G24320)
AT4G14580	827106	Arabidopsis thaliana	CBL-interacting protein kinase 4(CIPK4)
AT1G26976	7922551	Arabidopsis thaliana	hypothetical protein(AT1G26976)
AT1G26973	5007727	Arabidopsis thaliana	ncRNA(MIR395a)
AT1G63970	842700	Arabidopsis thaliana	isoprenoid F(ISPF)
AT1G61310	842425	Arabidopsis thaliana	LRR and NB-ARC domains-containing disease resistance protein(AT1G61310)
AT2G38940	818479	Arabidopsis thaliana	phosphate transporter 1;4(PHT1;4)
AT1G12340	837788	Arabidopsis thaliana	Cornichon family protein(AT1G12340)
AT2G14990	3768493	Arabidopsis thaliana	hypothetical protein(AT2G14990)
AT3G26710	822283	Arabidopsis thaliana	cofactor assembly of complex C(CCB1)
AT5G16970	831560	Arabidopsis thaliana	alkenal reductase(AER)
AT5G14310	831281	Arabidopsis thaliana	carboxyesterase 16(CXE16)
AT2G12330	3768256	Arabidopsis thaliana	hypothetical protein(AT2G12330)
AT3G02760	820930	Arabidopsis thaliana	Class II aaRS and biotin synthetases superfamily protein(AT3G02760)
AT1G51920	841620	Arabidopsis thaliana	transmembrane protein(AT1G51920)
AT4G02590	828126	Arabidopsis thaliana	basic helix-loop-helix (bHLH) DNA-binding superfamily protein(UNE12)
AT1G75950	843928	Arabidopsis thaliana	S phase kinase-associated protein 1(SKP1)
AT2G24310	816967	Arabidopsis thaliana	TPRXL(AT2G24310)
AT1G24320	839048	Arabidopsis thaliana	Six-hairpin glycosidases superfamily protein(AT1G24320)
AT2G26975	817239	Arabidopsis thaliana	Ctr copper transporter family(COPT6)
AT5G02340	831744	Arabidopsis thaliana	Cysteine/Histidine-rich C1 domain family protein(AT5G02340)
AT5G28950	833021	Arabidopsis thaliana	nuclease(AT5G28950)
AT2G26970	817238	Arabidopsis thaliana	Polynucleotidyl transferase, ribonuclease H-like superfamily protein(AT2G26970)
AT3G14740	820702	Arabidopsis thaliana	RING/FYVE/PHD zinc finger superfamily protein(AT3G14740)
AT4G14570	827104	Arabidopsis thaliana	acylaminoacyl-peptidase-like protein(AARE)
AT1G26985	5007729	Arabidopsis thaliana	ncRNA(MIR395c)
AT2G38995	818485	Arabidopsis thaliana	O-acyltransferase (WSD1-like) family protein(AT2G38995)
AT3G02770	820949	Arabidopsis thaliana	Ribonuclease E inhibitor RraA/Dimethylmenaquinone methyltransferase(AT3G02770)
AT1G36360	3766994	Arabidopsis thaliana	hypothetical protein(AT1G36360)
AT1G12390	837794	Arabidopsis thaliana	Cornichon family protein(AT1G12390)
AT3G26742	6241077	Arabidopsis thaliana	hypothetical protein(AT3G26742)
AT2G12360	3768092	Arabidopsis thaliana	hypothetical protein(AT2G12360)
AT2G38990	3768577	Arabidopsis thaliana	hypothetical protein(AT2G38990)
AT5G16960	831559	Arabidopsis thaliana	Zinc-binding dehydrogenase family protein(AT5G16960)
AT3G26740	822286	Arabidopsis thaliana	CCR-like protein(CCL)
AT5G14300	831280	Arabidopsis thaliana	prohibitin 5(PHB5)
AT3G26744	822287	Arabidopsis thaliana	basic helix-loop-helix (bHLH) DNA-binding superfamily protein(ICE1)
AT2G36330	818206	Arabidopsis thaliana	Uncharacterized protein family (UPF0497)(AT2G36330)
AT4G02580	828130	Arabidopsis thaliana	NADH-ubiquinone oxidoreductase 24 kDa subunit(AT4G02580)
AT1G48340	3767401	Arabidopsis thaliana	miscRNA(AT1G48340)
AT1G24370	839054	Arabidopsis thaliana	hypothetical protein(AT1G24370)
AT1G51990	841628	Arabidopsis thaliana	O-methyltransferase family protein(AT1G51990)
AT5G02310	830916	Arabidopsis thaliana	proteolysis 6(PRT6)
AT5G28940	833020	Arabidopsis thaliana	hypothetical protein(AT5G28940)
AT3G14750	820703	Arabidopsis thaliana	structural maintenance of chromosomes domain protein(AT3G14750)
AT5G04970	830379	Arabidopsis thaliana	Plant invertase/pectin methylesterase inhibitor superfamily(AT5G04970)
AT2G24340	816970	Arabidopsis thaliana	sequence-specific DNA binding transcription factor(AT2G24340)
AT3G51700	824333	Arabidopsis thaliana	PIF1 helicase(AT3G51700)
AT1G63900	842693	Arabidopsis thaliana	E3 Ubiquitin ligase family protein(DAL1)
AT4G14560	827103	Arabidopsis thaliana	indole-3-acetic acid inducible(IAA1)
AT5G28935	3770855	Arabidopsis thaliana	hypothetical protein(AT5G28935)
AT3G02780	820960	Arabidopsis thaliana	isopentenyl pyrophosphate:dimethylallyl pyrophosphate isomerase 2(IPP2)
AT5G28937	3770856	Arabidopsis thaliana	hypothetical protein(AT5G28937)
AT1G36350	3766993	Arabidopsis thaliana	tRNA(AT1G36350)
AT1G24390	839056	Arabidopsis thaliana	hypothetical protein(AT1G24390)
AT3G26730	822285	Arabidopsis thaliana	RING/U-box superfamily protein(AT3G26730)
AT5G16950	831558	Arabidopsis thaliana	krueppel-like factor(AT5G16950)
AT4G02570	825648	Arabidopsis thaliana	cullin 1(CUL1)
AT2G36340	818207	Arabidopsis thaliana	DNA-binding storekeeper protein-related transcriptional regulator(AT2G36340)
AT1G48330	841253	Arabidopsis thaliana	SsrA-binding protein(AT1G48330)
AT1G51980	841627	Arabidopsis thaliana	Insulinase (Peptidase family M16) protein(AT1G51980)
AT3G14760	820704	Arabidopsis thaliana	transmembrane protein(AT3G14760)
AT1G24380	839055	Arabidopsis thaliana	no-apical-meristem-associated carboxy-terminal domain protein(AT1G24380)
AT2G26990	817241	Arabidopsis thaliana	proteasome family protein(FUS12)
AT3G51710	824334	Arabidopsis thaliana	D-mannose binding lectin protein with Apple-like carbohydrate-binding domain-containing protein(AT3G51710)
AT5G04980	830380	Arabidopsis thaliana	DNAse I-like superfamily protein(AT5G04980)
AT3G12100	820384	Arabidopsis thaliana	Cation efflux family protein(AT3G12100)
AT5G02320	831802	Arabidopsis thaliana	myb domain protein 3r-5(MYB3R-5)
AT5G28930	833018	Arabidopsis thaliana	hypothetical protein(AT5G28930)
AT1G24388	6240407	Arabidopsis thaliana	hypothetical protein(AT1G24388)
AT2G24330	816969	Arabidopsis thaliana	integral membrane metal-binding family protein (DUF2296)(AT2G24330)
AT4G14550	827102	Arabidopsis thaliana	indole-3-acetic acid inducible 14(IAA14)
AT1G63910	842694	Arabidopsis thaliana	myb domain protein 103(AtMYB103)
AT3G02790	820985	Arabidopsis thaliana	zinc finger (C2H2 type) family protein(AT3G02790)
AT5G28926	3770851	Arabidopsis thaliana	hypothetical protein(AT5G28926)
AT5G28927	3770852	Arabidopsis thaliana	hypothetical protein(AT5G28927)
AT5G28928	3770853	Arabidopsis thaliana	hypothetical protein(AT5G28928)
AT3G26760	822289	Arabidopsis thaliana	NAD(P)-binding Rossmann-fold superfamily protein(AT3G26760)
AT1G12370	837792	Arabidopsis thaliana	photolyase 1(PHR1)
AT5G28929	3770854	Arabidopsis thaliana	hypothetical protein(AT5G28929)
AT1G36340	840541	Arabidopsis thaliana	ubiquitin-conjugating enzyme 31(UBC31)
AT4G14548	6240426	Arabidopsis thaliana	ncRNA(AT4G14548)
AT3G24100	821996	Arabidopsis thaliana	Uncharacterized protein family SERF(AT3G24100)
AT5G16940	831557	Arabidopsis thaliana	carbon-sulfur lyase(AT5G16940)
AT2G12385	3768095	Arabidopsis thaliana	hypothetical protein(AT2G12385)
AT2G36310	818204	Arabidopsis thaliana	uridine-ribohydrolase 1(URH1)
AT4G02560	827904	Arabidopsis thaliana	Homeodomain-like superfamily protein(LD)
AT2G38970	818482	Arabidopsis thaliana	Zinc finger (C3HC4-type RING finger) family protein(AT2G38970)
AT2G12380	3768094	Arabidopsis thaliana	hypothetical protein(AT2G12380)
AT1G75900	843923	Arabidopsis thaliana	GDSL-like Lipase/Acylhydrolase superfamily protein(AT1G75900)
AT4G14540	827101	Arabidopsis thaliana	nuclear factor Y, subunit B3(NF-YB3)
AT1G51970	841626	Arabidopsis thaliana	B3 domain protein(AT1G51970)
AT3G14770	820705	Arabidopsis thaliana	Nodulin MtN3 family protein(SWEET2)
AT1G24350	839051	Arabidopsis thaliana	Acid phosphatase/vanadium-dependent haloperoxidase-related protein(AT1G24350)
AT1G48320	841252	Arabidopsis thaliana	Thioesterase superfamily protein(DHNAT1)
AT2G24360	816972	Arabidopsis thaliana	Protein kinase superfamily protein(AT2G24360)
AT5G04950	830377	Arabidopsis thaliana	nicotianamine synthase 1(NAS1)
AT3G12110	820385	Arabidopsis thaliana	actin-11(ACT11)
AT1G48325	2745817	Arabidopsis thaliana	Expressed protein(AT1G48325)
AT1G63920	3767625	Arabidopsis thaliana	miscRNA(AT1G63920)
AT5G28920	833015	Arabidopsis thaliana	hypothetical protein(AT5G28920)
AT5G28923	3770850	Arabidopsis thaliana	hypothetical protein(AT5G28923)
AT1G36330	3766992	Arabidopsis thaliana	hypothetical protein(AT1G36330)
AT5G28913	3770848	Arabidopsis thaliana	hypothetical protein(SADHU4-1)
AT2G36325	5007939	Arabidopsis thaliana	GDSL-like Lipase/Acylhydrolase superfamily protein(AT2G36325)
AT4G02550	827910	Arabidopsis thaliana	Myb/SANT-like DNA-binding domain protein(AT4G02550)
AT5G28916	3770849	Arabidopsis thaliana	hypothetical protein(AT5G28916)
AT4G26500	828756	Arabidopsis thaliana	chloroplast sulfur E(CPSUFE)
AT5G28917	7922507	Arabidopsis thaliana	miscRNA(AT5G28917)
AT3G26750	822288	Arabidopsis thaliana	HECT-like ubiquitin-conjugating enzyme (E2)-binding protein(AT3G26750)
AT5G28919	6240566	Arabidopsis thaliana	hypothetical protein(AT5G28919)
AT4G02555	3770154	Arabidopsis thaliana	ncRNA(AT4G02555)
AT1G12380	837793	Arabidopsis thaliana	hypothetical protein(AT1G12380)
AT2G36320	818205	Arabidopsis thaliana	A20/AN1-like zinc finger family protein(AT2G36320)
AT5G16930	831556	Arabidopsis thaliana	AAA-type ATPase family protein(AT5G16930)
AT1G51965	841625	Arabidopsis thaliana	ABA Overly-Sensitive 5(ABO5)
AT1G75910	843924	Arabidopsis thaliana	extracellular lipase 4(EXL4)
AT2G12370	3768093	Arabidopsis thaliana	hypothetical protein(AT2G12370)
AT2G38980	3768510	Arabidopsis thaliana	miscRNA(AT2G38980)
AT4G14530	28720128	Arabidopsis thaliana	agamous-like MADS-box protein(AT4G14530)
AT1G51960	841624	Arabidopsis thaliana	IQ-domain 27(IQD27)
AT3G12120	820387	Arabidopsis thaliana	fatty acid desaturase 2(FAD2)
AT3G14780	820706	Arabidopsis thaliana	callose synthase(AT3G14780)
AT1G48310	841251	Arabidopsis thaliana	chromatin remodeling factor18(CHR18)
AT1G24360	839053	Arabidopsis thaliana	NAD(P)-binding Rossmann-fold superfamily protein(AT1G24360)
AT5G04960	830378	Arabidopsis thaliana	Plant invertase/pectin methylesterase inhibitor superfamily(AT5G04960)
AT1G48315	5007785	Arabidopsis thaliana	ncRNA(AT1G48315)
AT5G28910	833014	Arabidopsis thaliana	alpha-(1,6)-fucosyltransferase(AT5G28910)
AT1G63930	842696	Arabidopsis thaliana	from the Czech 'roh' meaning 'corner'(ROH1)
AT2G24350	816971	Arabidopsis thaliana	RNA binding (RRM/RBD/RNP motifs) family protein(AT2G24350)
AT4G02420	828035	Arabidopsis thaliana	Concanavalin A-like lectin protein kinase family protein(AT4G02420)
AT4G02425	828030	Arabidopsis thaliana	LYR motif protein(AT4G02425)
AT2G36130	818186	Arabidopsis thaliana	Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein(AT2G36130)
AT2G38790	818461	Arabidopsis thaliana	hypothetical protein(AT2G38790)
AT5G63470	836466	Arabidopsis thaliana	nuclear factor Y, subunit C4(NF-YC4)
AT1G14930	838058	Arabidopsis thaliana	Polyketide cyclase/dehydrase and lipid transport superfamily protein(AT1G14930)
AT2G12160	3767742	Arabidopsis thaliana	miscRNA(AT2G12160)
AT4G14400	827085	Arabidopsis thaliana	ankyrin repeat family protein(ACD6)
AT1G02940	839479	Arabidopsis thaliana	glutathione S-transferase (class phi) 5(GSTF5)
AT2G24140	816948	Arabidopsis thaliana	myosin-J heavy chain-like protein (Protein of unknown function, DUF593)(AT2G24140)
AT1G26911	7922492	Arabidopsis thaliana	miscRNA(AT1G26911)
AT5G51480	835222	Arabidopsis thaliana	SKU5 similar 2(SKS2)
AT2G48110	819423	Arabidopsis thaliana	reduced epidermal fluorescence 4(REF4)
AT1G26910	837036	Arabidopsis thaliana	Ribosomal protein L16p/L10e family protein(RPL10B)
AT4G02410	828032	Arabidopsis thaliana	Concanavalin A-like lectin protein kinase family protein(AT4G02410)
AT4G26400	828746	Arabidopsis thaliana	RING/U-box superfamily protein(AT4G26400)
AT5G63460	836465	Arabidopsis thaliana	SAP domain-containing protein(AT5G63460)
AT2G36145	818187	Arabidopsis thaliana	hypothetical protein(AT2G36145)
AT1G14940	838059	Arabidopsis thaliana	Polyketide cyclase/dehydrase and lipid transport superfamily protein(AT1G14940)
AT2G12150	3767741	Arabidopsis thaliana	hypothetical protein(AT2G12150)
AT1G02930	839515	Arabidopsis thaliana	glutathione S-transferase 6(GSTF6)
AT2G48120	819424	Arabidopsis thaliana	pale cress protein (PAC)(PAC)
AT1G26920	839582	Arabidopsis thaliana	zinc finger CCHC domain protein(AT1G26920)
AT1G26921	6241012	Arabidopsis thaliana	hypothetical protein(AT1G26921)
AT2G48121	10723072	Arabidopsis thaliana	ribonuclease III family protein(AT2G48121)
AT5G51490	835223	Arabidopsis thaliana	Plant invertase/pectin methylesterase inhibitor superfamily(AT5G51490)
AT2G26790	817220	Arabidopsis thaliana	Pentatricopeptide repeat (PPR) superfamily protein(AT2G26790)
AT2G24130	816947	Arabidopsis thaliana	Leucine-rich receptor-like protein kinase family protein(AT2G24130)
AT5G38490	833837	Arabidopsis thaliana	B3 domain protein (DUF313)(AT5G38490)
AT4G26410	828747	Arabidopsis thaliana	chromosome-associated kinesin(AT4G26410)
AT4G02400	828039	Arabidopsis thaliana	U3 ribonucleoprotein (Utp) family protein(AT4G02400)
AT2G38770	818459	Arabidopsis thaliana	P-loop containing nucleoside triphosphate hydrolases superfamily protein(EMB2765)
AT1G14910	838056	Arabidopsis thaliana	ENTH/ANTH/VHS superfamily protein(AT1G14910)
AT2G36110	818184	Arabidopsis thaliana	Polynucleotidyl transferase, ribonuclease H-like superfamily protein(AT2G36110)
AT5G63490	836468	Arabidopsis thaliana	CBS / octicosapeptide/Phox/Bemp1 (PB1) domains-containing protein(AT5G63490)
AT1G02960	839363	Arabidopsis thaliana	kinetochore protein(AT1G02960)
AT2G12190	815688	Arabidopsis thaliana	Cytochrome P450 superfamily protein(AT2G12190)
AT1G02965	839537	Arabidopsis thaliana	hypothetical protein(AT1G02965)
AT2G24160	3768109	Arabidopsis thaliana	miscRNA(AT2G24160)
AT4G02405	2745606	Arabidopsis thaliana	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(AT4G02405)
AT5G38480	833836	Arabidopsis thaliana	general regulatory factor 3(GRF3)
AT2G24165	3768487	Arabidopsis thaliana	miscRNA(AT2G24165)
AT4G26420	828748	Arabidopsis thaliana	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein(GAMT1)
AT2G38780	818460	Arabidopsis thaliana	cytochrome C oxidase subunit(AT2G38780)
AT3G02800	821239	Arabidopsis thaliana	Tyrosine phosphatase family protein(PFA-DSP3)
AT5G63480	836467	Arabidopsis thaliana	mediator of RNA polymerase II transcription subunit(AT5G63480)
AT1G14920	838057	Arabidopsis thaliana	GRAS family transcription factor family protein(GAI)
AT2G12170	815687	Arabidopsis thaliana	hypothetical protein(AT2G12170)
AT2G36120	3768574	Arabidopsis thaliana	Glycine-rich protein family(DOT1)
AT1G02950	838240	Arabidopsis thaliana	glutathione S-transferase F4(GSTF4)
AT1G02952	5007660	Arabidopsis thaliana	ncRNA(AT1G02952)
AT4G38405	6240441	Arabidopsis thaliana	transmembrane protein(AT4G38405)
AT2G24150	816949	Arabidopsis thaliana	heptahelical protein 3(HHP3)
AT1G26900	838376	Arabidopsis thaliana	Pentatricopeptide repeat (PPR) superfamily protein(AT1G26900)
AT2G48100	819422	Arabidopsis thaliana	Exonuclease family protein(AT2G48100)
AT4G38401	6240324	Arabidopsis thaliana	hypothetical protein(AT4G38401)
AT5G38470	833835	Arabidopsis thaliana	Rad23 UV excision repair protein family(RAD23D)
AT4G38400	829997	Arabidopsis thaliana	expansin-like A2(EXLA2)
AT1G14970	838062	Arabidopsis thaliana	O-fucosyltransferase family protein(AT1G14970)
AT2G24190	816953	Arabidopsis thaliana	NAD(P)-binding Rossmann-fold superfamily protein(SDR2)
AT2G48160	819428	Arabidopsis thaliana	Tudor/PWWP/MBT domain-containing protein(AT2G48160)
