"","gene","Control_1","Control_2","Control_3","A_1","A_2","A_3","wtavg","abaavg","log2FoldChange"
"212","AT1G03010",0.815701837,0.386930728,0.619426378,1.179501037,1.223466758,0.473259161,0.607352981,0.958742318666667,0.658607889189734
"213","AT1G03020",7.929847751,6.776318408,8.791118712,4.936123413,3.339206518,8.051383014,7.83242829033333,5.44223764833333,-0.525259699391103
"214","AT1G03030",11.70220891,9.553648664,10.09484924,16.46366218,15.87731319,15.90754385,10.4502356046667,16.08283974,0.621986696243867
"215","AT1G03040",37.68651604,40.20026782,38.4266085,43.00113483,40.73711693,38.5510919,38.7711307866667,40.7631145533333,0.0722814736183909
"216","AT1G03050",0,0,0.068273245,0.130004737,0.134850644,0.071723683,0.0227577483333333,0.112193021333333,2.30155321113625
"217","AT1G03055",3.903198491,3.587270514,3.502914679,3.976459293,4.656898137,4.104556533,3.664461228,4.245971321,0.212493526826907
"218","AT1G03060",11.79946946,8.03576987,9.987956444,10.74928662,8.977407142,9.496588563,9.941065258,9.74109410833333,-0.0293166321847801
"219","AT1G03070",1.257727078,2.296936134,1.580241157,5.555202437,7.562981686,3.575609482,1.71163478966667,5.56459786833333,1.70090252569108
"220","AT1G03080",31.43359154,25.14281138,29.7404102,40.09618467,39.38003983,35.11980878,28.77227104,38.19867776,0.408843600779741
"221","AT1G03090",16.37789166,8.128827345,12.12075523,15.80831047,11.91556233,10.00059974,12.2091580783333,12.57482418,0.0425745104563733
"222","AT1G03100",7.02076917,9.620935707,7.970204602,5.229817842,4.786551622,4.525950234,8.20396982633333,4.84743989933333,-0.759099174406318
"223","AT1G03103",0,0,0,0,0,0,0,0,NA
"224","AT1G03106",1.176392265,0.139506341,0.81211537,0.463924829,2.085276076,3.071370885,0.709337992,1.87352393,1.40120927969658
"225","AT1G03110",32.44792303,47.42649431,43.48118218,22.62239065,18.62050532,20.21179741,41.1185331733333,20.4848977933333,-1.00522810530435
"226","AT1G03120",0.69147286,0.191334688,0.445530547,1.696743182,1.759989025,4.914494089,0.442779365,2.79040876533333,2.65581658269824
"227","AT1G03130",715.5340907,661.7168085,601.7346747,891.3891776,832.467445,920.5452561,659.661857966667,881.4672929,0.418180349062997
"228","AT1G03140",49.01977113,48.91453434,46.30218521,51.80324642,47.46360616,41.35616169,48.0788302266667,46.87433809,-0.0366034768229791
"229","AT1G03150",37.25235247,39.6211804,42.37937225,29.636902,35.55656444,26.79149947,39.7509683733333,30.6616553033333,-0.374554421734065
"230","AT1G03160",22.98313121,25.66953815,24.18163374,25.42637415,24.62915757,27.84334838,24.2781010333333,25.9662933666667,0.096984504709071
"231","AT1G03165",0.688440085,0.571486502,0,0.633487997,0,0,0.419975529,0.211162665666667,-0.991950484375376
"232","AT1G03170",0.815752305,1.128617779,0.985512025,0.125106335,0.519078617,0.276084924,0.976627369666667,0.306756625333333,-1.67071370603482
"233","AT1G03180",3.583206224,3.304982182,3.751694923,3.205601913,2.945079923,2.526474677,3.54662777633333,2.89238550433333,-0.294188074219084
"234","AT1G03190",9.459777937,10.01575983,10.45662283,10.63327092,8.866953009,7.764328059,9.97738686566667,9.088183996,-0.134669971596099
"235","AT1G03200",6.480179145,5.379313315,8.698575178,5.962923716,7.559677631,6.945023921,6.85268921266667,6.822541756,-0.00636093924661253
"236","AT1G03210",26.23239643,11.89944498,14.26979412,11.87139151,9.44065346,9.751407776,17.4672118433333,10.3544842486667,-0.754393644842017
"237","AT1G03220",234.823964,139.6699714,156.5968011,628.7631348,456.1123013,211.7910454,177.0302455,432.2221605,1.2877771777796
"238","AT1G03230",38.69548685,36.09349833,34.80248761,30.8952435,20.99069264,19.09031287,36.53049093,23.65874967,-0.626727310690997
"239","AT1G03240",0,0,0,0,0.273892259,0,0,0.0912974196666667,Inf
"240","AT1G03250",28.74449835,30.65331305,31.63083535,29.91731792,35.03998726,33.22941486,30.34288225,32.72890668,0.109207276753764
"241","AT1G03260",14.79358984,13.63488379,13.56182016,14.71377943,13.80868728,11.70701483,13.9967645966667,13.40982718,-0.0618027369334503
"242","AT1G03270",4.802308398,2.805302581,3.352080959,5.319145676,3.565099582,4.87591004,3.653230646,4.58671843266667,0.328289505803694
"243","AT1G03280",28.96766777,24.21434912,26.6945459,28.70108452,29.3851129,30.50602149,26.62552093,29.5307396366667,0.14940773910701
"244","AT1G03290",9.622582413,7.746634152,9.019175205,13.31145813,12.7597394,9.966773683,8.79613059,12.012657071,0.449614366872655
"245","AT1G03300",0.46785198,0.841473419,0,0,0,0,0.436441799666667,0,-Inf
"246","AT1G03310",23.779383,27.87278642,25.6455262,36.95401569,39.69523362,51.34450338,25.76589854,42.66458423,0.727576084100152
"247","AT1G03320",0,0.185875781,0.649228892,0.206041745,0.641165759,0,0.278368224333333,0.282402501333333,0.0207583298087354
"248","AT1G03325",0,0,0,0,0,0,0,0,NA
"249","AT1G03330",48.60831153,48.92514381,52.06843638,41.18734607,42.72259811,44.00669011,49.86729724,42.6388780966667,-0.22592453365433
"250","AT1G03340",3.853802624,3.717885646,4.1272921,5.942260337,6.263172624,5.499164682,3.89966012333333,5.90153254766667,0.59774126068555
"251","AT1G03350",41.96586217,43.59920207,45.20405541,40.59033645,47.91916538,44.78742024,43.58970655,44.4323073566667,0.0276215706568049
"252","AT1G03360",53.30864354,53.20129592,55.6435709,35.64553292,29.62460018,35.96349944,54.05117012,33.74454418,-0.679671584307333
"253","AT1G03365",14.69333149,13.83912949,12.06160667,14.08384656,15.41792366,13.48405232,13.5313558833333,14.3286075133333,0.0825920030042997
"254","AT1G03370",14.59959273,13.57992586,16.42576451,12.29749321,11.50530388,11.70664607,14.8684277,11.8364810533333,-0.329011857724064
"255","AT1G03380",14.44687321,10.24822986,10.62611123,18.47307337,16.94105143,14.97308604,11.7737381,16.7957369466667,0.51252265689874
"256","AT1G03390",0,0,0,0.104210147,0,0,0,0.0347367156666667,Inf
"257","AT1G03395",0,0,0,0,0,0,0,0,NA
"258","AT1G03400",7.159027048,6.741128735,5.266753374,8.455706364,10.60665952,11.17434468,6.388969719,10.0789035213333,0.657683490331905
"259","AT1G03410",17.10508826,16.26279915,17.21819324,15.46742639,14.46217226,14.18224937,16.8620268833333,14.70394934,-0.197574263256499
"260","AT1G03430",15.17871047,12.60012069,17.96783949,14.94157897,14.48775074,15.88921515,15.2488902166667,15.10618162,-0.0135652126060523
"261","AT1G03440",13.81754081,12.01638876,13.14242483,10.62914374,10.25775625,8.016750089,12.9921181333333,9.63455002633333,-0.431347462345603
"262","AT1G03445",0.333966679,0.138615875,0.161386331,0.204872714,0.31876397,0.282570962,0.211322961666667,0.268735882,0.346739430573915
"263","AT1G03457",9.392313266,8.919457119,8.206058437,5.462128198,3.442467763,4.806276412,8.839276274,4.570290791,-0.951642290473785
"264","AT1G03470",11.09733303,7.977485053,6.191965351,6.316410934,8.299015306,8.595759237,8.42226114466667,7.73706182566667,-0.122421806846884
"265","AT1G03475",171.5531075,177.9182075,163.1048222,129.4365355,133.4017155,147.4835608,170.8587124,136.773937266667,-0.321010469291251
"266","AT1G03490",0,0,0,0,0,0,0,0,NA
"267","AT1G03495",39.74993184,44.02930792,50.22057024,29.63622108,25.36981892,32.94376516,44.6666033333333,29.31660172,-0.607478668336818
"268","AT1G03510",6.513486189,6.736542934,7.017560732,4.617998216,3.465202882,4.661844199,6.755863285,4.24834843233333,-0.669238038343202
"269","AT1G03520",6.390218774,6.280200758,6.105040241,10.13817946,11.28725765,9.396641483,6.258486591,10.2740261976667,0.715115921388211
"270","AT1G03530",44.0639364,49.603698,52.87018412,29.81665998,27.33774805,30.11716963,48.8459395066667,29.0905258866667,-0.747689260868897
"271","AT1G03540",4.556766719,4.390580593,4.954535262,3.818661706,3.106668031,3.883043578,4.633960858,3.602791105,-0.363130853481255
"272","AT1G03550",11.68414323,7.686172396,9.374913833,14.50438389,14.41377248,9.065289207,9.581743153,12.6611485256667,0.402048234916868
"273","AT1G03560",11.74882779,10.92326297,12.7825153,9.575477254,10.4450418,9.338619802,11.81820202,9.78637961866667,-0.272163413775446
"274","AT1G03590",26.7384048,22.84194721,23.17592079,21.41469204,20.86259185,20.32524398,24.2520909333333,20.86750929,-0.216850723777634
"275","AT1G03600",168.900791,165.3755906,159.6632404,192.6535756,190.3784478,222.0272862,164.646540666667,201.686436533333,0.292741865317401
"276","AT1G03610",28.864263,15.57778405,20.44226859,47.99875013,38.32757255,26.80387412,21.6281052133333,37.7100656,0.802042380410119
"277","AT1G03620",0.758892857,0.734965719,1.100184013,0.756510243,1.026157985,0.38526194,0.864680863,0.722643389333333,-0.25888387969914
"278","AT1G03630",102.3298575,114.986794,101.2769218,122.0465852,120.0564646,144.1197295,106.197857766667,128.740926433333,0.277716091530449
"279","AT1G03650",12.14186033,11.10170192,12.4151682,6.153071757,7.72609532,6.074642117,11.8862434833333,6.65126973133333,-0.837591155843145
"280","AT1G03660",1.958789592,1.084017658,1.135880499,1.081462038,0.8724904,1.325873732,1.39289591633333,1.09327539,-0.349430603420351
"281","AT1G03670",0,0,0,0,0,0,0,0,NA
"282","AT1G03680",237.4967224,235.0009825,226.841389,214.1626319,215.8834814,245.4664716,233.1130313,225.170861633333,-0.0500095084127686
"283","AT1G03687",17.7676322,20.22751708,18.15335249,17.47050081,16.18356015,15.46280944,18.7161672566667,16.3722901333333,-0.193028888367584
"284","AT1G03700",2.625448925,0,0.181246298,11.04403447,14.49861927,7.616249587,0.935565074333333,11.0529677756667,3.56245197673636
"285","AT1G03710",1.358345244,0.125287426,0.729342073,0.555520244,0.144056794,0.306480813,0.737658247666667,0.335352617,-1.13727371921878
"286","AT1G03720",0,0,0,0,0,0,0,0,NA
"287","AT1G03730",18.64800569,17.22283162,19.21652819,16.47766576,17.09186824,15.67368436,18.3624551666667,16.41440612,-0.161796414783928
"288","AT1G03740",35.97695087,31.64515423,38.63963078,25.56337539,26.88010561,20.75584083,35.4205786266667,24.3997739433333,-0.537719998280891
"289","AT1G03750",3.843563224,2.627561996,3.168448961,3.744810573,3.776497877,3.041631688,3.21319139366667,3.520980046,0.131970133759544
"290","AT1G03760",21.92049022,17.81946191,18.88056584,17.13992995,18.53767022,13.72288907,19.5401726566667,16.4668297466667,-0.246880386038194
"291","AT1G03770",8.843932435,8.265613289,9.862498003,7.910363123,6.847522313,5.274657959,8.99068124233333,6.677514465,-0.429119239773697
"292","AT1G03780",4.159068867,5.828926335,5.011528736,4.423516324,5.103953032,6.855214324,4.99984131266667,5.46089456,0.127254994573435
"293","AT1G03790",1.100019629,0.491694047,1.144929442,21.80154919,19.94895377,18.9869407,0.912214372666667,20.2458145533333,4.47210697696568
"294","AT1G03800",0.49051356,1.017960332,0.474072347,1.241240544,1.755692177,0.37352349,0.660848746333333,1.12348540366667,0.765589367500692
"295","AT1G03810",0,0,0,0,0,0,0,0,NA
"296","AT1G03820",14.34545426,14.5675814,15.07608955,7.305066558,7.045617113,11.878511,14.6630417366667,8.74306489033333,-0.745973398924766
"297","AT1G03830",13.57436541,13.8714507,12.8287558,11.26547621,11.4393868,12.34310794,13.4248573033333,11.6826569833333,-0.200538330217042
"298","AT1G03840",3.917986628,2.032744501,2.129997441,1.72751485,1.480271581,1.077384448,2.69357619,1.428390293,-0.915132638702095
"299","AT1G03850",18.84443491,6.781692706,9.474867175,7.818147496,5.926222588,3.317904704,11.700331597,5.68742492933333,-1.04070191483925
"300","AT1G03860",122.1551888,143.1755219,136.4435988,85.98146266,81.16668211,77.43508157,133.924769833333,81.5277421133333,-0.716059850934461
"301","AT1G03870",370.5652959,371.6429749,383.8193986,84.3779889,58.43458408,49.42661354,375.342556466667,64.07972884,-2.55026792479393
"302","AT1G03880",0.192240465,0.079791134,0,0.088447804,0.366978728,0.585560401,0.0906771996666667,0.346995644333333,1.93610581053794
"303","AT1G03890",0,0,0,0,0,0.104848699,0,0.0349495663333333,Inf
"304","AT1G03900",88.30035875,70.56543746,77.62695545,104.8000821,99.03294179,84.76581509,78.83091722,96.1996129933333,0.28726952931162
"305","AT1G03905",3.745739915,2.072937404,2.930629055,4.349470999,5.107468152,3.622045968,2.916435458,4.35966170633333,0.580010044503053
"306","AT1G03910",51.97224879,47.87772793,44.49284113,47.44888518,44.55131285,40.8913814,48.1142726166667,44.2971931433333,-0.119249632060846
"307","AT1G03920",1.84422853,0.963917181,1.320305928,1.571314875,1.76027623,1.109625919,1.37615054633333,1.48040567466667,0.105354266121113
"308","AT1G03930",25.11169876,22.03069835,22.45131381,18.03201717,15.05003431,18.18359911,23.19790364,17.0885501966667,-0.440964433988889
"309","AT1G03940",31.75295289,34.57880687,31.79596806,22.59154276,25.15210593,19.36038335,32.7092426066667,22.36801068,-0.548261399060244
"310","AT1G03950",11.96795549,9.934815208,9.490715221,16.660177,15.23087277,12.46295387,10.4644953063333,14.78466788,0.498599102069617
"311","AT1G03960",8.619429037,9.226368792,10.13911956,9.809909505,10.17557239,11.28487154,9.32830579633333,10.423451145,0.160146036571611
"312","AT1G03970",20.44493495,19.70908072,18.10239282,30.82903941,29.71201641,25.17778508,19.41880283,28.5729469666667,0.557195579847835
"313","AT1G03980",1.66491344,1.612420373,1.251528648,0.851121175,1.412554539,0.845215205,1.50962082033333,1.036296973,-0.54274872818781
"314","AT1G03982",0,0,0.117599342,0,0,0,0.0391997806666667,0,-Inf
"315","AT1G03990",1.382655673,1.421045296,1.527212931,1.878143106,4.147675479,3.008242876,1.44363796666667,3.01135382033333,1.06070323739102
"316","AT1G04000",13.13198103,10.28405071,9.21952852,11.96977321,10.05100283,12.32696307,10.8785200866667,11.44924637,0.0737703323684093
"317","AT1G04010",5.057674477,3.222079013,4.262921069,3.733995194,3.704780195,3.702113676,4.18089151966667,3.71362968833333,-0.170980649335696
"318","AT1G04020",5.759578579,6.777645567,7.218133803,6.522882861,5.557804053,6.297686377,6.58511931633333,6.12612443033333,-0.104234910601506
"319","AT1G04030",4.571776873,3.443714781,2.782042685,3.505710276,4.525279225,4.55588522,3.599178113,4.195624907,0.221218206454072
"320","AT1G04040",354.8319088,319.5083156,302.1490938,140.5783364,103.1902958,111.6764155,325.4964394,118.481682566667,-1.45797772816265
"321","AT1G04050",2.677218674,2.922054169,3.49789325,2.73724441,3.312487241,2.416222705,3.03238869766667,2.82198478533333,-0.103744483208094
"322","AT1G04070",21.38354767,30.96959898,29.46119166,18.42072924,13.46200301,16.16797331,27.2714461033333,16.0169018533333,-0.767796088562354
"323","AT1G04080",70.1294394,72.0484573,76.43831754,64.83983682,61.50214517,59.59903219,72.8720714133333,61.98033806,-0.233555376521304
"324","AT1G04090",0.223172046,0.494024351,0.575177824,0.410716389,0.497030076,0.528715715,0.430791407,0.478820726666667,0.152496130715925
"325","AT1G04100",4.560126065,4.383144183,5.799050119,4.637829557,4.810703947,4.386330897,4.914106789,4.611621467,-0.0916551114418571
"326","AT1G04105",0,0,0,0,0,1.982214212,0,0.660738070666667,Inf
"327","AT1G04110",3.435351636,5.859044268,6.519673824,4.540543496,3.517439268,5.580804612,5.271356576,4.54626245866667,-0.213493310852944
"328","AT1G04120",29.35400722,24.97009601,30.17866956,53.55926848,52.99649515,41.51560731,28.16759093,49.3571236466667,0.809222141314961
"329","AT1G04130",6.932505427,9.448175002,8.500176562,11.33012283,12.44377211,8.089315584,8.293618997,10.6210701746667,0.356855461338138
"330","AT1G04140",67.23472495,63.11613413,66.18895446,66.51381873,68.75454579,67.90990135,65.51327118,67.7260886233333,0.04792449193064
"331","AT1G04150",0.230288056,0.344099267,0.178055342,0.042381239,0.219804967,0.187054017,0.250814221666667,0.149746741,-0.744094548756465
"332","AT1G04160",4.695260433,3.946957138,3.417772621,4.675961763,4.424796339,4.133603388,4.01999673066667,4.41145383,0.134059857761578
"333","AT1G04170",193.0676868,222.6529466,211.6056787,126.7551324,124.3808828,139.389773,209.1087707,130.175262733333,-0.683798255976183
"334","AT1G04180",11.61288623,9.71908276,8.003744176,17.86828,18.62517191,16.91313157,9.77857105533333,17.8021944933333,0.864359530175238
"335","AT1G04190",68.18761143,66.89535656,68.3627035,50.1143509,51.87670049,51.25016242,67.81522383,51.0804046033333,-0.40883922758066
"336","AT1G04200",16.14172284,13.90359231,15.55177371,16.48294108,17.04904262,17.82765888,15.19902962,17.11988086,0.17169344388914
"337","AT1G04210",49.98938993,50.77634805,52.92233932,34.49039282,33.76151756,34.60424794,51.2293591,34.2853861066667,-0.579377073926143
"338","AT1G04220",6.911345664,3.314845387,3.933594427,129.0307196,148.5730168,105.5709445,4.71992849266667,127.724893633333,4.7581309212706
"339","AT1G04230",12.64195029,11.14613094,10.77631188,13.29469157,14.23993121,11.48038182,11.52146437,13.0050015333333,0.174742475422727
"340","AT1G04240",30.23445945,26.82907704,29.22104977,20.46610374,25.31997495,29.75691197,28.7615287533333,25.1809968866667,-0.191804962150531
"341","AT1G04250",56.96959316,44.02659114,42.8500928,45.29367029,45.27561745,46.10476736,47.9487590333333,45.5580183666667,-0.073788481566139
"342","AT1G04260",24.02639848,23.48822846,19.09550154,20.98632032,21.65217268,20.55588481,22.20337616,21.0647926033333,-0.0759453522223032
"343","AT1G04270",826.826238,933.832473,869.45793,556.146182,530.453637,515.4057611,876.705547,534.001860033333,-0.715247608952628
"344","AT1G04280",18.51053563,12.35503728,13.59888805,13.4077356,11.22150772,10.0320572,14.8214869866667,11.55376684,-0.359326909451439
"345","AT1G04290",13.16117585,15.06545353,15.79962209,20.01441866,24.0662577,24.33452243,14.6754171566667,22.8050662633333,0.635952848850781
"346","AT1G04300",35.0446438,28.15795436,31.77186272,39.84544064,34.74440671,30.07130088,31.6581536266667,34.88704941,0.140114469250421
"347","AT1G04310",8.464948961,13.35112226,11.68745386,16.58001097,17.42887437,12.46229376,11.1678416936667,15.4903930333333,0.472023353360838
"348","AT1G04330",2.035560596,1.502004871,1.092962184,1.456839832,1.079388082,1.607478614,1.543509217,1.38123550933333,-0.160254768831881
"349","AT1G04340",31.87398461,35.44530076,36.03676386,27.66959068,25.256854,27.32493683,34.45201641,26.7504605033333,-0.365024696148332
